zpid,latitude,longitude,cityid,countyid,zipcode,amount
17294208,34154005,-118838269,41673,2061,96384,359901
17294231,34153879,-118839561,41673,2061,96384,522340
17294400,34154611,-118835340,41673,2061,96384,654282
17294615,34144831,-118841322,41673,2061,96384,280761
17294838,34148457,-118838366,41673,2061,96384,228127
17295007,34141019,-118841597,41673,2061,96384,611121
17295135,34146698,-118831035,41673,2061,96384,264221
17295358,34148423,-118828450,41673,2061,96384,153089
17296858,34174694,-118756251,53655,2061,96393,419178
17297081,34168243,-118753958,53655,2061,96393,596224
17297227,34173467,-118760571,53655,2061,96393,238499
17297350,34170672,-118762846,53655,2061,96393,662000
17297626,34169417,-118749674,53655,2061,96393,583852
17297795,34176556,-118782932,53655,2061,96393,542382
17298379,34179900,-118772000,53655,2061,96393,195283
17298801,34181500,-118769000,53655,2061,96393,137699
17298901,34181700,-118767000,53655,2061,96393,152358
17299001,34181400,-118762000,53655,2061,96393,132824
17299247,34180744,-118756722,53655,2061,96393,800683
17299270,34179378,-118750055,53655,2061,96393,689000
17299370,34183800,-118766000,53655,2061,96393,390000
17299470,34184000,-118766000,53655,2061,96393,342866
17299570,34184300,-118767000,53655,2061,96393,316081
17299670,34186100,-118767000,53655,2061,96393,239195
17299770,34190977,-118752766,53655,2061,96393,1001609
17299893,34188491,-118753643,53655,2061,96393,1012700
17300060,34188790,-118759403,53655,2061,96393,961492
17300387,34208870,-118690611,42091,2061,96342,2050000
17300494,34211826,-118679653,42091,2061,96342,873953
17300708,34210048,-118675288,42091,2061,96342,1256152
17303627,34283900,-119300000,34543,2061,97081,
17303727,34275053,-119240851,34543,2061,97083,
17303827,34286992,-119160716,34543,2061,97084,23100
17303927,34264056,-119224026,34543,2061,97083,63000
17304027,34266510,-119222022,34543,2061,97083,21700
17304127,34266764,-119223173,34543,2061,97083,16100
17304227,34268666,-119224479,34543,2061,97083,17200
17304327,34264599,-119232702,34543,2061,97083,
17304427,34268105,-119197071,34543,2061,97083,117200
17304527,34271783,-119198133,34543,2061,97083,
17304627,34324723,-119288806,34543,2061,97081,
17307326,34192481,-119174775,13150,2061,97101,
17307426,34192481,-119174775,13150,2061,97101,41900
17307526,34163761,-119150452,13150,2061,97104,
17307626,34163854,-119137503,13150,2061,97104,
17309389,34269760,-118674728,27110,2061,97116,
17309567,34268764,-118671073,27110,2061,97116,34300
17309767,34274153,-118803240,27110,2061,97118,48100
17310536,34338094,-119079455,26965,2061,97113,10400
17310636,34290264,-119148288,34543,2061,97084,
17310736,34291050,-119150929,34543,2061,97084,
17310836,34398400,-118899000,18098,2061,97094,
17310936,34398400,-118899000,18098,2061,97094,
17311036,34398411,-118897711,18098,2061,97094,11000
17311136,34366329,-119053260,26965,2061,97113,20200
17311236,34357458,-119053023,26965,2061,97113,16900
17311813,34343563,-119073024,26965,2061,97113,
17311913,34345317,-119071310,26965,2061,97113,20500
10717842,34211742,-118655345,12447,3101,96339,502325
10717865,34208365,-118654424,12447,3101,96339,654725
10717965,34208492,-118657915,12447,3101,96339,482256
10718026,34210648,-118658659,12447,3101,96339,583760
10718079,34217220,-118635495,12447,3101,96339,338776
10718448,34211389,-118643107,12447,3101,96339,664286
10718571,34215285,-118640968,12447,3101,96339,647437
10718894,34211334,-118647881,12447,3101,96339,887310
10719017,34213095,-118650274,12447,3101,96339,732066
10719078,34207581,-118628051,12447,3101,96342,58295
10719201,34203954,-118629651,12447,3101,96342,538330
10719301,34207957,-118626128,12447,3101,96339,341640
10719324,34206996,-118623879,12447,3101,96342,543041
10719485,34203645,-118625968,12447,3101,96342,420088
10719585,34202231,-118622120,12447,3101,96342,243915
10719731,34206094,-118620655,12447,3101,96342,67484
10720683,34205025,-118609667,12447,3101,96338,343442
10720783,34203299,-118609672,12447,3101,96338,455000
10721066,34197099,-118607862,12447,3101,96338,60331
10721302,34199600,-118612000,12447,3101,96338,172440
10721562,34199237,-118616021,12447,3101,96342,307167
10721617,34198510,-118619912,12447,3101,96342,590000
10722193,34198700,-118613000,12447,3101,96338,101950
10722443,34199555,-118622839,12447,3101,96342,365784
10722612,34194445,-118627202,12447,3101,96342,803253
10722758,34195289,-118631938,12447,3101,96342,463000
10722858,34195746,-118624097,12447,3101,96342,367676
10723081,34206667,-118636804,12447,3101,96339,99360
10723173,34200712,-118634010,12447,3101,96342,564980
10723865,34210400,-118641037,12447,3101,96339,285050
10724326,34203627,-118650355,12447,3101,96342,1128000
10724549,34198303,-118652060,12447,3101,96342,639044
10724572,34194325,-118640990,12447,3101,96342,512000
10724718,34195183,-118634239,12447,3101,96342,511000
10725387,34196920,-118646411,12447,3101,96342,461072
10725510,34196000,-118658000,,3101,96342,316124
10725840,34202768,-118655389,12447,3101,96342,365485
10725909,34193252,-118657253,,3101,96342,607000
10726385,34179405,-118655110,12447,3101,96389,422008
10726608,34177537,-118660261,12447,3101,96389,133984
10726854,34182514,-118664849,12447,3101,96389,1315225
10726969,34185684,-118653760,12447,3101,96342,165243
10727507,34183431,-118654384,12447,3101,96389,201248
10727922,34191881,-118653468,12447,3101,96342,560988
10728022,34191792,-118643075,12447,3101,96342,541609
10728145,34190994,-118648665,12447,3101,96342,185128
10728245,34189187,-118653097,12447,3101,96342,566000
10728683,34179448,-118638974,12447,3101,96389,261996
10729075,34182475,-118635772,12447,3101,96389,272612
10729175,34185758,-118635678,12447,3101,96389,324796
10729298,34180024,-118631587,12447,3101,96389,685000
10729421,34190180,-118632325,12447,3101,96342,290340
10729521,34187695,-118630902,12447,3101,96342,333694
10729744,34192304,-118633917,12447,3101,96342,329102
10730005,34192360,-118641076,12447,3101,96342,435457
10730228,34191063,-118628805,12447,3101,96342,482162
10730328,34192126,-118620643,12447,3101,96342,375062
10730520,34192007,-118614509,12447,3101,96342,298458
10730620,34192302,-118616955,12447,3101,96342,304081
10730720,34187138,-118620121,12447,3101,96342,536000
10730919,34182800,-118615000,12447,3101,96389,291582
10731394,34185802,-118616617,12447,3101,96389,771000
10731494,34183769,-118616317,12447,3101,96389,301933
10731755,34172214,-118620020,12447,3101,96389,565000
10732328,34174711,-118614917,12447,3101,96389,418617
10732451,34176188,-118635951,12447,3101,96389,204028
10732497,34178515,-118631367,12447,3101,96389,706276
10732880,34178182,-118622794,12447,3101,96389,176396
10732949,34174409,-118641594,12447,3101,96389,233204
10733049,34177149,-118641808,12447,3101,96389,164181
10733269,34164111,-118625819,12447,3101,96387,292012
10733292,34168769,-118628038,12447,3101,96389,205780
10733438,34167010,-118627832,12447,3101,96389,351671
10733522,34163982,-118630043,12447,3101,96389,419239
10733936,34166196,-118637498,12447,3101,96389,558725
10734074,34166248,-118634129,12447,3101,96389,619888
10734143,34161634,-118635765,12447,3101,96389,484151
10734311,34180832,-118653209,12447,3101,96389,141324
10734411,34180587,-118649926,12447,3101,96389,651000
10734511,34181638,-118645267,12447,3101,96389,599000
10734903,34173508,-118644598,12447,3101,96389,137308
10735049,34176607,-118652044,12447,3101,96389,432737
10735149,34174760,-118652080,12447,3101,96389,612194
10735249,34171513,-118653792,12447,3101,96389,675031
10735541,34168972,-118645092,12447,3101,96389,844000
10735641,34169944,-118647698,12447,3101,96389,149683
10736110,34153108,-118753607,9840,3101,96336,235658
10736639,34154800,-118755000,9840,3101,96336,130636
10736739,34154800,-118755000,9840,3101,96336,150381
10736968,34156698,-118667343,38980,3101,96337,1270224
10737167,34161756,-118642310,38980,3101,96337,3019498
10737433,34161582,-118663595,38980,3101,96337,2011820
10737615,34163713,-118688630,,3101,96337,1060107
10737715,34164728,-118680875,,3101,96337,1970000
10738859,34162674,-118757339,9840,3101,96336,462095
10739043,34155400,-118759000,9840,3101,96336,210242
10739143,34162936,-118759206,9840,3101,96336,606546
10739762,34159999,-118699435,37688,3101,96337,70529
10739954,34166900,-118695000,37688,3101,96337,329205
10739977,34168000,-118695000,37688,3101,96337,240411
10740077,34165400,-118698000,37688,3101,96337,361515
10740200,34146238,-118714066,37688,3101,96336,865000
10740436,34154973,-118697282,37688,3101,96337,213950
10740536,34157008,-118698817,37688,3101,96337,432000
10740909,34151620,-118760820,9840,3101,96336,228136
10741193,34148432,-118776676,9840,3101,96336,487200
10741339,34153800,-118764365,9840,3101,96336,712000
10741439,34150223,-118764442,9840,3101,96336,340341
10741585,34150122,-118763258,9840,3101,96336,310248
10741685,34149872,-118778212,9840,3101,96336,454206
10741808,34148803,-118779490,9840,3101,96336,536169
10742031,34152826,-118768908,9840,3101,96336,859842
10742131,34148565,-118769389,9840,3101,96336,194266
10742231,34149571,-118772056,9840,3101,96336,517524
10742392,34148051,-118788787,9840,3101,96336,344108
10742484,34147286,-118785431,9840,3101,96336,163689
10743019,34150932,-118782420,9840,3101,96336,536254
10743142,34153847,-118780631,9840,3101,96336,612193
10743680,34145300,-118742000,9840,3101,96336,269179
10743915,34148358,-118737006,9840,3101,96336,947764
10744106,34153110,-118743473,9840,3101,96336,744394
10744488,34157973,-118792837,34278,3101,96385,249948
10744726,34159956,-118786215,9840,3101,96336,69511
10744849,34157978,-118788377,9840,3101,96336,587000
10744972,34162130,-118786480,9840,3101,96336,492872
10745410,34157212,-118766462,9840,3101,96336,1010000
10745433,34159534,-118761747,9840,3101,96336,1066549
10745479,34160080,-118765217,9840,3101,96336,658603
10745694,34161992,-118766676,9840,3101,96336,1154407
10745855,34163216,-118786134,9840,3101,96336,660123
10746031,34143611,-118795953,41673,3101,96384,377055
10746292,34137953,-118819929,41673,3101,96384,212069
10746522,34133932,-118818549,41673,3101,96384,894000
10746767,34132520,-118810475,41673,3101,96384,255012
10747319,34143124,-118820919,41673,3101,96384,600027
10747580,34142905,-118825243,41673,3101,96384,277951
10748064,34134377,-118839256,41673,3101,96384,836236
10748187,34131482,-118840720,41673,3101,96384,1234175
10748387,34128546,-118852371,41673,3101,96384,898582
10748410,34134896,-118822247,41673,3101,96384,407868
10748692,34142708,-118818657,41673,3101,96384,721000
10748792,34141374,-118813443,41673,3101,96384,759000
10749176,34143943,-118811028,41673,3101,96384,875000
10749276,34145600,-118808000,41673,3101,96384,181582
10749861,34140691,-118744333,9840,3101,96336,730684
10749958,34141517,-118749376,9840,3101,96336,611383
10750304,34128411,-118752717,9840,3101,96336,1508182
10750860,34131546,-118709460,37688,3101,96336,674840
10751119,34137700,-118703000,37688,3101,96337,430000
10751361,34132955,-118727415,9840,3101,96336,466899
10751461,34133177,-118723753,9840,3101,96336,322000
10751584,34135447,-118724638,9840,3101,96336,181096
10751684,34136092,-118719602,37688,3101,96336,85019
10751983,34134586,-118707103,37688,3101,96336,649491
10752406,34136300,-118707000,37688,3101,96336,152032
10752617,34151800,-118643000,37688,3101,96337,425000
10752717,34151800,-118643000,37688,3101,96337,261274
10752832,34155081,-118636682,37688,3101,96337,151478
10752855,34153759,-118635208,37688,3101,96337,786548
10753492,34148455,-118629094,12447,3101,96337,663750
10753917,34143875,-118654509,37688,3101,96337,1793067
10754017,34142840,-118631035,37688,3101,96337,1646035
10754224,34138381,-118658770,37688,3101,96337,765222
10754370,34148662,-118650373,37688,3101,96337,864383
10754585,34146363,-118632545,37688,3101,96337,684342
10754808,34137269,-118655812,37688,3101,96337,523055
10754931,34136575,-118656173,37688,3101,96337,1448371
10755100,34139465,-118667668,37688,3101,96337,1683890
10755307,34136988,-118657594,37688,3101,96337,779207
10755407,34136325,-118660956,37688,3101,96337,804446
10755553,34130598,-118661275,37688,3101,96337,954602
10756818,34161040,-118625756,12447,3101,96387,692000
10757179,34157891,-118630875,12447,3101,96387,772066
10757348,34153046,-118627897,12447,3101,96387,831000
10757394,34156336,-118631665,12447,3101,96387,116389
10757417,34155705,-118625344,12447,3101,96387,839925
10757831,34163172,-118623280,12447,3101,96387,423618
10758092,34162359,-118614022,12447,3101,96387,698941
10758115,34163423,-118612388,12447,3101,96387,559649
10758161,34160347,-118613176,12447,3101,96387,840853
10758214,34159808,-118618584,12447,3101,96387,210993
10758474,34154661,-118618947,12447,3101,96387,794171
10758497,34151495,-118621446,12447,3101,96387,565214
10758704,34150899,-118613769,12447,3101,96387,684951
10759096,34146500,-118614000,37688,3101,96337,135487
10759610,34142995,-118625861,37688,3101,96337,464991
10759879,34141507,-118616993,37688,3101,96337,1073000
10760125,34139761,-118617452,37688,3101,96337,188633
10760225,34135622,-118615801,37688,3101,96337,130726
10760325,34138891,-118616163,37688,3101,96337,305834
10760573,34136839,-118609782,37688,3101,96337,739917
10760811,34216481,-118519011,12447,3101,96364,423903
10761157,34220599,-118523233,12447,3101,96355,163312
10761718,34216987,-118530540,12447,3101,96364,65233
10761841,34218225,-118528033,12447,3101,96364,197645
10762553,34218400,-118535000,12447,3101,96364,182861
10762699,34220035,-118539848,12447,3101,96364,171962
10763066,34211607,-118539835,12447,3101,96364,607000
10763403,34208900,-118540000,12447,3101,96364,193000
10763503,34220103,-118550084,12447,3101,96354,48300
10763526,34217927,-118551847,12447,3101,96364,668400
10763710,34213317,-118545224,12447,3101,96364,60745
10764009,34208177,-118547972,12447,3101,96364,249139
10764155,34205066,-118549649,12447,3101,96364,173909
10764255,34204185,-118544097,12447,3101,96364,269180
10764355,34203896,-118549001,12447,3101,96364,207204
10764578,34202767,-118550091,12447,3101,96364,282177
10765060,34213641,-118560060,12447,3101,96364,348228
10765160,34212537,-118555568,12447,3101,96364,234932
10765727,34208996,-118567899,12447,3101,96341,73590
10765873,34210535,-118564490,12447,3101,96341,379027
10765980,34214958,-118562246,12447,3101,96341,316959
10766072,34216129,-118564315,12447,3101,96341,520189
10766318,34214248,-118563633,12447,3101,96341,482339
10766418,34217466,-118569785,12447,3101,96341,469190
10766518,34218252,-118566678,12447,3101,96341,266315
10766587,34208956,-118565006,12447,3101,96341,290341
10766917,34217611,-118576173,12447,3101,96341,288340
10767017,34215894,-118578137,12447,3101,96341,71342
10767462,34215134,-118574196,12447,3101,96341,161430
10767577,34212735,-118571756,12447,3101,96341,313309
10767769,34217074,-118580582,12447,3101,96341,249360
10767992,34219294,-118584435,12447,3101,96341,208783
10768092,34214762,-118583040,12447,3101,96341,77957
10768215,34212220,-118582961,12447,3101,96341,310825
10768461,34217459,-118587326,12447,3101,96341,461030
10768553,34209358,-118583633,12447,3101,96341,458990
10768959,34214625,-118589113,12447,3101,96339,206166
10769059,34212178,-118591327,12447,3101,96339,280638
10769196,34211763,-118589002,12447,3101,96339,413091
10769440,34219100,-118605000,12447,3101,96339,201551
10769583,34214142,-118601993,12447,3101,96339,254219
10769921,34208800,-118603000,12447,3101,96339,242000
10770208,34208000,-118604000,12447,3101,96339,193302
10770359,34206251,-118598310,12447,3101,96338,265817
10770916,34207978,-118590910,12447,3101,96339,351087
10770985,34207486,-118593119,12447,3101,96338,269577
10771046,34206765,-118594905,12447,3101,96338,277160
10771184,34205648,-118589398,12447,3101,96338,287401
10771578,34199707,-118589108,12447,3101,96338,242830
10771670,34206714,-118581290,12447,3101,96341,229427
10771816,34207767,-118587184,12447,3101,96338,191057
10772068,34201600,-118582000,12447,3101,96341,153515
10772168,34203197,-118579582,12447,3101,96341,75486
10772191,34205480,-118586001,12447,3101,96341,437570
10772396,34209900,-118574000,12447,3101,96341,71727
10773245,34202484,-118575096,12447,3101,96341,361396
10773603,34207670,-118567384,12447,3101,96341,390000
10773649,34206062,-118568681,12447,3101,96341,392000
10773818,34202659,-118564164,12447,3101,96341,96594
10774240,34202100,-118559000,12447,3101,96364,107603
10774601,34207002,-118557223,12447,3101,96364,489590
10775168,34201600,-118557000,12447,3101,96364,187929
10775268,34201600,-118555000,12447,3101,96364,244621
10775345,34202400,-118556000,12447,3101,96364,186878
10775437,34205387,-118541776,12447,3101,96364,139944
10775514,34207708,-118539753,12447,3101,96364,400000
10775851,34204475,-118542519,12447,3101,96364,441594
10776270,34210158,-118529380,12447,3101,96364,217556
10776462,34206830,-118531543,12447,3101,96364,337412
10776688,34203954,-118530000,12447,3101,96364,141315
10776772,34211683,-118518045,12447,3101,96364,82731
10776864,34211680,-118519336,12447,3101,96364,370967
10776964,34211785,-118523978,12447,3101,96364,243507
10777064,34209469,-118523798,12447,3101,96364,353585
10777156,34207249,-118526061,12447,3101,96364,301139
10777179,34206287,-118525629,12447,3101,96364,209397
10777302,34208048,-118521832,12447,3101,96364,220024
10777348,34207144,-118520181,12447,3101,96364,354288
10777463,34206471,-118518022,12447,3101,96364,73599
10778830,34188794,-118518459,12447,3101,96364,191240
10778930,34188260,-118519970,12447,3101,96364,403171
10779053,34187468,-118523874,12447,3101,96364,353489
10779322,34184722,-118523723,12447,3101,96349,99713
10779360,34183593,-118523335,12447,3101,96349,667000
10779452,34183224,-118519459,12447,3101,96349,440414
10779521,34182310,-118520064,12447,3101,96349,552264
10779736,34185085,-118533119,12447,3101,96364,73408
10779805,34183379,-118531728,12447,3101,96364,151977
10779905,34181261,-118533707,12447,3101,96364,208668
10780020,34184306,-118528506,12447,3101,96364,589000
10780736,34194561,-118529201,12447,3101,96364,317627
10780836,34197181,-118529989,12447,3101,96364,175527
10781362,34195941,-118536773,12447,3101,96364,135667
10781851,34187693,-118540560,12447,3101,96364,402891
10782089,34185600,-118537000,12447,3101,96364,262000
10782402,34185954,-118542562,12447,3101,96364,110318
10782448,34188900,-118552000,12447,3101,96364,352000
10782548,34188400,-118550000,12447,3101,96364,228620
10782648,34189900,-118552000,12447,3101,96364,365000
10783109,34180685,-118548927,12447,3101,96364,519130
10783209,34182717,-118548354,12447,3101,96364,422000
10783432,34187034,-118549692,12447,3101,96364,66383
10783577,34189500,-118550000,12447,3101,96364,304878
10783669,34198343,-118550056,12447,3101,96364,257813
10783792,34196423,-118549622,12447,3101,96364,208574
10784107,34191700,-118546000,12447,3101,96364,286000
10784207,34190600,-118546000,12447,3101,96364,176231
10784307,34191700,-118546000,12447,3101,96364,228441
10784553,34198584,-118546385,12447,3101,96364,397791
10784774,34200700,-118560000,12447,3101,96364,162604
10784881,34199881,-118557639,12447,3101,96364,68286
10785295,34197613,-118556338,12447,3101,96364,176083
10785518,34200500,-118555000,12447,3101,96364,193322
10785610,34191296,-118553381,12447,3101,96364,428391
10785710,34191951,-118554574,12447,3101,96364,276157
10786109,34186785,-118557003,12447,3101,96364,111305
10786231,34191724,-118558389,12447,3101,96364,69100
10786992,34190774,-118572754,12447,3101,96341,423265
10787307,34185530,-118564358,12447,3101,96389,404899
10787476,34200200,-118574000,12447,3101,96341,242140
10787576,34198844,-118571822,12447,3101,96341,77262
10787937,34196225,-118561658,12447,3101,96341,272713
10788129,34195465,-118567546,12447,3101,96341,228045
10788152,34197276,-118568640,12447,3101,96341,175436
10788482,34197669,-118576912,12447,3101,96341,77468
10788566,34198261,-118575730,12447,3101,96341,68901
10788741,34192860,-118576839,12447,3101,96341,433946
10788841,34190646,-118576399,12447,3101,96341,428390
10788987,34198052,-118579467,12447,3101,96341,313530
10789087,34195546,-118579984,12447,3101,96341,266500
10789194,34198552,-118585449,12447,3101,96341,332154
10789240,34199805,-118585055,12447,3101,96341,189353
10789324,34197228,-118582793,12447,3101,96341,69714
10789796,34194600,-118600000,12447,3101,96338,192625
10790191,34196838,-118588302,12447,3101,96338,503000
10790244,34187209,-118606880,12447,3101,96338,456663
10790397,34192731,-118613269,12447,3101,96342,508685
10790443,34190991,-118612619,12447,3101,96338,479516
10790758,34187100,-118611474,12447,3101,96338,502767
10790827,34183400,-118611000,12447,3101,96389,81966
10791317,34173200,-118609000,12447,3101,96389,113034
10791417,34174000,-118607000,12447,3101,96389,329433
10791593,34174773,-118609127,12447,3101,96389,112151
10792384,34171400,-118609000,12447,3101,96389,131561
10792484,34171400,-118609000,12447,3101,96389,210000
10792584,34173700,-118604000,12447,3101,96389,459000
10792684,34173700,-118604000,12447,3101,96389,400107
10792784,34173600,-118605000,12447,3101,96389,479900
10792884,34175900,-118600000,12447,3101,96389,355000
10794502,34191819,-118584292,12447,3101,96341,119135
10794525,34191966,-118582322,12447,3101,96341,485000
10794625,34189868,-118580054,12447,3101,96341,228897
10794725,34189472,-118584543,12447,3101,96341,464090
10795386,34176551,-118585925,12447,3101,96389,563533
10795631,34176429,-118575985,12447,3101,96389,566649
10795854,34172452,-118572992,12447,3101,96389,501020
10796200,34169398,-118581347,12447,3101,96389,648000
10796300,34170513,-118582616,12447,3101,96389,154181
10796446,34172036,-118572419,12447,3101,96389,120301
10796684,34180646,-118565136,12447,3101,96389,402822
10797145,34175096,-118553523,12447,3101,96379,668815
10797275,34180279,-118551340,12447,3101,96379,131881
10797566,34180019,-118547077,12447,3101,96379,411794
10797589,34177579,-118545621,12447,3101,96379,317887
10797658,34173795,-118544234,12447,3101,96379,663637
10797796,34177900,-118542000,12447,3101,96379,319569
10797896,34176501,-118542789,12447,3101,96379,286652
10797996,34176700,-118543000,12447,3101,96379,456457
10798349,34174000,-118540000,12447,3101,96379,185000
10798441,34174600,-118537000,12447,3101,96379,82776
10798541,34175100,-118538000,12447,3101,96379,201472
10798887,34176400,-118539000,12447,3101,96379,133247
10799171,34178100,-118534000,12447,3101,96379,330000
10799209,34178100,-118533000,12447,3101,96379,199489
10799309,34178100,-118533000,12447,3101,96379,142277
10799378,34176800,-118531000,12447,3101,96379,199797
10799501,34176800,-118534000,12447,3101,96379,149205
10799608,34174200,-118532000,12447,3101,96379,162467
10800907,34172488,-118522819,12447,3101,96349,384565
10801007,34177456,-118526027,12447,3101,96349,525289
10801107,34179203,-118522434,12447,3101,96349,148224
10801230,34174829,-118523861,12447,3101,96349,242964
10801553,34179031,-118518401,12447,3101,96349,170704
10801652,34174750,-118518376,12447,3101,96349,325363
10801916,34169100,-118532000,12447,3101,96379,403000
10802352,34169474,-118542502,12447,3101,96379,96037
10803172,34168600,-118527000,12447,3101,96349,120513
10803495,34167500,-118525000,12447,3101,96349,298000
10803595,34166300,-118526000,12447,3101,96349,364570
10803893,34168300,-118523000,12447,3101,96349,456720
10804062,34169000,-118524000,12447,3101,96349,272000
10804592,34165000,-118522000,12447,3101,96349,78483
10805396,34165535,-118554723,12447,3101,96379,1485685
10805496,34166117,-118552132,12447,3101,96379,1005614
10805733,34167855,-118546121,12447,3101,96379,609170
10805955,34164373,-118562834,12447,3101,96387,468771
10806099,34171548,-118558520,12447,3101,96379,875000
10806122,34169273,-118558364,12447,3101,96379,2695614
10806613,34158235,-118576079,12447,3101,96387,580418
10806713,34162612,-118587118,12447,3101,96387,653841
10806881,34160852,-118573511,12447,3101,96387,598631
10806904,34162823,-118575407,12447,3101,96387,176009
10807117,34165289,-118594107,12447,3101,96387,356369
10807478,34160025,-118588170,12447,3101,96387,637487
10807914,34164392,-118596837,12447,3101,96387,187216
10808197,34162010,-118600844,12447,3101,96387,335683
10808404,34164471,-118600217,12447,3101,96387,772000
10808503,34166443,-118600165,12447,3101,96387,128751
10808526,34166547,-118601083,12447,3101,96387,641566
10808900,34162905,-118605900,12447,3101,96387,411397
10809373,34154927,-118609724,12447,3101,96387,160397
10809680,34156304,-118606706,12447,3101,96387,448941
10809703,34156303,-118607203,12447,3101,96387,167319
10809726,34155482,-118608025,12447,3101,96387,449544
10810408,34153539,-118604030,12447,3101,96387,128540
10810660,34149319,-118593392,12447,3101,96387,627000
10811169,34146298,-118587714,12447,3101,96387,363582
10811207,34145510,-118593507,12447,3101,96387,374453
10811365,34146657,-118589973,12447,3101,96387,53886
10812468,34149024,-118572683,12447,3101,96387,874000
10812729,34159473,-118564024,12447,3101,96387,1156759
10812921,34159144,-118570500,12447,3101,96387,555934
10813397,34157195,-118537375,12447,3101,96379,1009640
10813742,34154841,-118547074,12447,3101,96379,903142
10813888,34150908,-118553895,12447,3101,96379,730876
10814180,34152563,-118536911,12447,3101,96379,821628
10814303,34149740,-118543714,12447,3101,96379,217931
10814640,34134671,-118551308,12447,3101,96379,1585392
10814663,34137375,-118553320,12447,3101,96379,2403735
10814686,34139669,-118550666,12447,3101,96379,752500
10814709,34141235,-118550053,12447,3101,96379,1229126
10815337,34143826,-118560760,12447,3101,96379,435140
10815583,34138288,-118558109,12447,3101,96379,693941
10816051,34159924,-118529086,12447,3101,96379,59114
10816504,34158127,-118521099,12447,3101,96349,699000
10816650,34159675,-118523385,12447,3101,96349,1256847
10816750,34157405,-118520847,12447,3101,96349,1076865
10816850,34157145,-118519462,12447,3101,96349,368505
10817225,34152203,-118522535,12447,3101,96349,1253000
10817532,34146303,-118528864,12447,3101,96349,2507200
10817555,34145833,-118526193,12447,3101,96349,1150957
10817991,34145767,-118596966,12447,3101,96387,457248
10818059,34148742,-118599218,12447,3101,96387,121524
10818105,34150713,-118601184,12447,3101,96387,452794
10818128,34150736,-118598184,12447,3101,96387,403691
10818576,34216966,-118515157,12447,3101,96355,484489
10818799,34219189,-118509294,12447,3101,96355,387000
10818899,34218955,-118510202,12447,3101,96355,143819
10819022,34212755,-118509287,12447,3101,96355,327874
10819122,34213994,-118511026,12447,3101,96355,264090
10819468,34211696,-118509357,12447,3101,96355,97042
10819660,34207042,-118512918,12447,3101,96415,172051
10819883,34207759,-118514709,12447,3101,96415,288005
10820129,34210391,-118504260,12447,3101,96415,62172
10820229,34210724,-118500719,12447,3101,96415,322935
10820275,34208057,-118502007,12447,3101,96415,248660
10820298,34208133,-118503255,12447,3101,96415,63140
10820697,34217763,-118506179,12447,3101,96415,129714
10820797,34217771,-118508618,12447,3101,96355,406700
10820897,34212259,-118507374,12447,3101,96415,208223
10822095,34205920,-118474876,12447,3101,96415,214244
10822186,34204166,-118477371,12447,3101,96415,439302
10822413,34203620,-118475600,12447,3101,96415,180142
10822598,34220216,-118461519,12447,3101,96411,181493
10822820,34215797,-118459470,12447,3101,96411,316615
10822920,34216257,-118462034,12447,3101,96411,303651
10823185,34209624,-118458484,12447,3101,96414,367768
10823322,34219472,-118457378,12447,3101,96411,172089
10823414,34217638,-118456348,12447,3101,96411,408000
10823505,34218406,-118453757,12447,3101,96411,316442
10823941,34219237,-118445888,12447,3101,96411,225004
10824041,34220158,-118444735,12447,3101,96411,235720
10824639,34219149,-118437021,12447,3101,96411,292424
10824762,34216314,-118433087,12447,3101,96411,276909
10824862,34218750,-118433832,12447,3101,96411,189707
10825315,34213636,-118430467,12447,3101,96411,195002
10825415,34212361,-118433961,12447,3101,96411,184599
10825643,34214600,-118430000,12447,3101,96411,254000
10825864,34205700,-118432000,12447,3101,96414,241000
10825987,34205088,-118433543,12447,3101,96414,389821
10826286,34205400,-118448000,12447,3101,96414,231860
10826309,34206899,-118442487,12447,3101,96414,212846
10826843,34196646,-118436120,12447,3101,96414,85014
10827812,34196500,-118441000,12447,3101,96414,353000
10828011,34199663,-118441668,12447,3101,96414,435193
10828149,34203052,-118440396,12447,3101,96414,206568
10828596,34206389,-118451290,12447,3101,96414,453226
10829428,34196215,-118452462,12447,3101,96414,264822
10829786,34200300,-118460000,12447,3101,96414,246911
10830253,34196716,-118463029,12447,3101,96414,453890
10830529,34203500,-118458000,12447,3101,96414,289000
10830636,34202000,-118463000,12447,3101,96414,238000
10830751,34201900,-118461000,12447,3101,96414,140972
10830949,34210733,-118470901,12447,3101,96415,287023
10831148,34207759,-118468144,12447,3101,96415,325000
10831386,34203637,-118467081,12447,3101,96415,269826
10832130,34198670,-118481359,12447,3101,96415,212096
10832524,34197263,-118477391,12447,3101,96415,257011
10832646,34199730,-118477424,12447,3101,96415,469040
10832912,34195980,-118494167,12447,3101,96415,229836
10833188,34197844,-118498329,12447,3101,96415,337412
10833311,34194995,-118498662,12447,3101,96415,443000
10833633,34204237,-118496812,12447,3101,96415,248196
10833824,34203200,-118500000,12447,3101,96415,170502
10834115,34203503,-118504398,12447,3101,96415,221867
10834376,34200337,-118502596,12447,3101,96415,383051
10834514,34199529,-118508111,12447,3101,96415,100320
10834652,34203736,-118514599,12447,3101,96415,269192
10834752,34203538,-118511380,12447,3101,96415,125604
