zpid,rooms,bathrooms,bedrooms,fullbathrooms,finishedSqFt,lotsizeSqFt,latitude,longitude,yearbuilt,amount
10720683,0,2,3,2,1358,7735,34205025,-118609667,1956,343442
10720783,0,2,3,2,1358,8949,34203299,-118609672,1956,455000
10721066,0,2,3,2,1238,6759,34197099,-118607862,1955,60331
10721302,0,1,1,1,670,170145,34199600,-118612000,1977,172440
10721562,0,3,4,3,1907,5023,34199237,-118616021,1979,307167
10721617,0,3,4,3,2235,9493,34198510,-118619912,1958,590000
10722193,0,1,1,1,783,221651,34198700,-118613000,1977,101950
10722443,0,2,3,2,1372,8637,34199555,-118622839,1956,365784
10722612,0,4,5,4,3094,15586,34194445,-118627202,1957,803253
10722758,0,2,3,2,1354,7407,34195289,-118631938,1957,463000
10722858,0,2,4,2,1570,7977,34195746,-118624097,1960,367676
10723081,0,3,3,3,2070,10909,34206667,-118636804,1962,99360
10723173,0,3,3,3,1815,1490806,34200712,-118634010,1987,564980
10723865,0,2,3,2,1760,11234,34210400,-118641037,1976,285050
10724326,0,5,5,5,3841,10292,34203627,-118650355,1998,1128000
10724549,0,2,3,2,1613,13368,34198303,-118652060,1964,639044
10724572,0,2,4,2,1570,7561,34194325,-118640990,1959,512000
10724718,0,2,4,2,1300,7310,34195183,-118634239,1959,511000
10725387,0,2,3,2,1600,10008,34196920,-118646411,1964,461072
10725510,0,3,3,3,1594,258337,34196000,-118658000,1983,316124
10725840,0,3,4,3,2813,13670,34202768,-118655389,1987,365485
10725909,0,2,3,2,1798,8930,34193252,-118657253,1980,607000
10726385,0,3,5,3,2525,16404,34179405,-118655110,1975,422008
10726608,0,4,5,4,3141,24199,34177537,-118660261,1966,133984
10726854,0,5,6,5,6014,11758,34182514,-118664849,1988,1315225
10726969,0,2,3,2,2000,8622,34185684,-118653760,1960,165243
10727507,0,2,3,2,1150,7702,34183431,-118654384,1960,201248
10727922,0,2,3,2,1570,7487,34191881,-118653468,1960,560988
10728022,0,2,3,2,1570,7758,34191792,-118643075,1959,541609
10728145,0,2,3,2,1570,7606,34190994,-118648665,1959,185128
10728245,0,2,3,2,1570,7473,34189187,-118653097,1960,566000
10728683,0,2,4,2,1878,10838,34179448,-118638974,1965,261996
10729075,0,2,3,2,1167,7305,34182475,-118635772,1959,272612
10729175,0,2,5,2,1966,6964,34185758,-118635678,1959,324796
10729298,0,3,3,3,2056,10748,34180024,-118631587,1963,685000
10729421,0,3,3,3,1537,7660,34190180,-118632325,1957,290340
10729521,0,2,3,2,1477,6968,34187695,-118630902,1957,333694
10729744,0,2,4,2,1570,7848,34192304,-118633917,1959,329102
10730005,0,2,3,2,1570,7592,34192360,-118641076,1959,435457
10730228,0,2,4,2,1463,7622,34191063,-118628805,1957,482162
10730328,0,3,4,3,2122,11367,34192126,-118620643,1979,375062
10730520,0,2,3,2,1520,6939,34192007,-118614509,1958,298458
10730620,0,2,4,2,1985,7546,34192302,-118616955,1957,304081
10730720,0,2,4,2,2074,9207,34187138,-118620121,1958,536000
10730919,0,2,1,2,1243,125992,34182800,-118615000,1975,291582
10731394,0,3,3,3,1999,16601,34185802,-118616617,1955,771000
10731494,0,3,4,3,2700,12226,34183769,-118616317,1964,301933
10731755,0,2,2,2,1346,7017,34172214,-118620020,1948,565000
10732328,0,2,3,2,2058,11070,34174711,-118614917,1960,418617
10732451,0,3,3,3,1985,17752,34176188,-118635951,1957,204028
10732497,0,4,3,4,3645,20376,34178515,-118631367,1952,706276
10732880,0,2,2,2,1477,7814,34178182,-118622794,1950,176396
10732949,0,2,3,2,1659,7753,34174409,-118641594,1958,233204
10733049,0,3,4,3,2547,7888,34177149,-118641808,1957,164181
10733269,0,3,2,3,1201,30668,34164111,-118625819,1980,292012
10733292,0,4,6,4,2950,18036,34168769,-118628038,1954,205780
10733438,0,1,2,1,984,17565,34167010,-118627832,1950,351671
10733522,0,2,2,2,1225,9034,34163982,-118630043,1949,419239
10733936,0,2,3,2,1930,12113,34166196,-118637498,1962,558725
10734074,0,3,4,3,2319,11207,34166248,-118634129,1964,619888
10734143,0,3,3,3,3506,17963,34161634,-118635765,1951,484151
10734311,0,4,4,4,2785,12108,34180832,-118653209,1964,141324
10734411,0,2,4,2,1920,12036,34180587,-118649926,1961,651000
10734511,0,2,4,2,1782,7516,34181638,-118645267,1961,599000
10734903,0,3,4,3,2416,10157,34173508,-118644598,1962,137308
10735049,0,4,5,4,3098,22382,34176607,-118652044,1966,432737
10735149,0,2,4,2,2016,11272,34174760,-118652080,1963,612194
10735249,0,2,3,2,2076,12213,34171513,-118653792,1964,675031
10735541,0,3,5,3,3030,11195,34168972,-118645092,1962,844000
10735641,0,4,4,4,3006,23045,34169944,-118647698,1968,149683
10736110,0,2,2,2,981,182549,34153108,-118753607,1972,235658
10736639,0,2,2,2,896,525577,34154800,-118755000,1978,130636
10736739,0,2,3,2,1070,525577,34154800,-118755000,1978,150381
10736968,0,4,4,4,3721,50708,34156698,-118667343,1963,1270224
10737167,0,3,5,3,5371,54528,34161756,-118642310,1954,3019498
10737433,0,3,5,3,3001,52365,34161582,-118663595,1959,2011820
10737615,0,5,5,5,4332,14351,34163713,-118688630,1991,1060107
10737715,0,6,5,6,5052,13721,34164728,-118680875,1993,1970000
10738859,0,2,4,2,2343,6896,34162674,-118757339,1980,462095
10739043,0,2,2,2,1274,116531,34155400,-118759000,1984,210242
10739143,0,3,3,3,2620,6726,34162936,-118759206,1980,606546
10739762,0,2,5,2,1850,13294,34159999,-118699435,1964,70529
10739954,0,2,3,2,1443,365398,34166900,-118695000,1980,329205
10739977,0,3,2,3,1384,90265,34168000,-118695000,1981,240411
10740077,0,3,3,3,1518,110001,34165400,-118698000,1989,361515
10740200,0,3,5,3,2959,11306,34146238,-118714066,1976,865000
10740436,0,3,2,3,1572,870,34154973,-118697282,1980,213950
10740536,0,3,3,3,1344,716,34157008,-118698817,1983,432000
10740909,0,2,3,2,1292,7581,34151620,-118760820,1968,228136
10741193,0,3,3,3,1789,3473,34148432,-118776676,1988,487200
10741339,0,3,4,3,1972,6524,34153800,-118764365,1969,712000
10741439,0,3,5,3,2063,5987,34150223,-118764442,1971,340341
10741585,0,2,3,2,1391,6547,34150122,-118763258,1972,310248
10741685,0,3,3,3,2768,7124,34149872,-118778212,1986,454206
10741808,0,2,4,2,2152,7501,34148803,-118779490,1980,536169
10742031,0,3,3,3,2489,6904,34152826,-118768908,1987,859842
10742131,0,3,2,3,1056,1157,34148565,-118769389,1981,194266
10742231,0,3,3,3,1681,1678,34149571,-118772056,1988,517524
10742392,0,3,3,3,1552,5255,34148051,-118788787,1973,344108
10742484,0,2,3,2,999,92442,34147286,-118785431,1974,163689
10743019,0,2,3,2,2113,6973,34150932,-118782420,1978,536254
10743142,0,3,4,3,1905,7135,34153847,-118780631,1981,612193
10743680,0,2,3,2,1352,42953,34145300,-118742000,1979,269179
10743915,0,2,4,2,1960,31649,34148358,-118737006,1957,947764
10744106,0,3,4,3,3774,20054,34153110,-118743473,1986,744394
10744488,0,3,4,3,1925,14639,34157973,-118792837,1979,249948
10744726,0,2,3,2,1421,7152,34159956,-118786215,1965,69511
10744849,0,3,3,3,1552,3573,34157978,-118788377,1973,587000
10744972,0,2,4,2,1740,7813,34162130,-118786480,1965,492872
10745410,0,3,4,3,3185,11832,34157212,-118766462,1983,1010000
10745433,0,4,4,4,4210,12818,34159534,-118761747,1984,1066549
10745479,0,5,5,5,4412,15014,34160080,-118765217,1986,658603
10745694,0,5,5,5,4565,20378,34161992,-118766676,1987,1154407
10745855,0,4,4,4,4050,31684,34163216,-118786134,1987,660123
10746031,0,3,3,3,1610,890152,34143611,-118795953,1987,377055
10746292,0,2,3,2,1364,490325,34137953,-118819929,1974,212069
10746522,0,3,4,3,2618,2329,34133932,-118818549,1987,894000
10746767,0,3,4,3,4210,7245,34132520,-118810475,1978,255012
10747319,0,3,3,3,2076,2981,34143124,-118820919,1968,600027
10747580,0,3,4,3,3163,5488,34142905,-118825243,1967,277951
10748064,0,3,4,3,3214,11482,34134377,-118839256,1989,836236
10748187,0,4,4,4,3516,11480,34131482,-118840720,1989,1234175
10748387,0,4,4,4,3649,39052,34128546,-118852371,1991,898582
10748410,0,2,2,2,2207,108569,34134896,-118822247,1996,407868
10748692,0,2,4,2,1737,8339,34142708,-118818657,1966,721000
10748792,0,2,4,2,2008,6790,34141374,-118813443,1967,759000
10749176,0,2,4,2,2371,7541,34143943,-118811028,1968,875000
10749276,0,2,2,2,1158,465318,34145600,-118808000,1968,181582
10749861,0,3,3,3,2244,7164,34140691,-118744333,1982,730684
10749958,0,3,3,3,2170,13715,34141517,-118749376,1981,611383
10750304,0,5,4,5,5509,43507,34128411,-118752717,1986,1508182
10750860,0,3,4,3,2048,7547,34131546,-118709460,1989,674840
10751119,0,3,3,3,1241,215392,34137700,-118703000,1986,430000
10751361,0,3,4,3,1850,15847,34132955,-118727415,1973,466899
10751461,0,2,2,2,1088,162940,34133177,-118723753,1973,322000
10751584,0,1,2,1,869,283387,34135447,-118724638,1975,181096
10751684,0,2,4,2,2170,13400,34136092,-118719602,1965,85019
10751983,0,2,3,2,1355,5426,34134586,-118707103,1988,649491
10752406,0,3,2,3,1385,595917,34136300,-118707000,1988,152032
10752617,0,2,3,2,1326,526590,34151800,-118643000,1972,425000
10752717,0,2,2,2,1290,526590,34151800,-118643000,1972,261274
10752832,0,4,4,4,2577,2995,34155081,-118636682,1969,151478
10752855,0,3,2,3,2012,3952,34153759,-118635208,1973,786548
10753492,0,3,3,3,2864,230339,34148455,-118629094,1986,663750
10753917,0,5,4,5,4813,13807,34143875,-118654509,1986,1793067
10754017,0,6,5,6,5246,14107,34142840,-118631035,1989,1646035
10754224,0,3,3,3,2251,3719,34138381,-118658770,1997,765222
10754370,0,5,5,5,4176,14303,34148662,-118650373,1988,864383
10754585,0,5,4,5,3663,7016,34146363,-118632545,1989,684342
10754808,0,3,3,3,2262,4854,34137269,-118655812,1988,523055
10754931,0,5,5,5,3307,9503,34136575,-118656173,1989,1448371
10755100,0,5,5,5,4363,14692,34139465,-118667668,1990,1683890
10755307,0,3,3,3,3018,8700,34136988,-118657594,1989,779207
10755407,0,3,3,3,1581,3747,34136325,-118660956,1992,804446
10755553,0,3,4,3,3356,9196,34130598,-118661275,1995,954602
10756818,0,2,3,2,1610,19119,34161040,-118625756,1956,692000
10757179,0,3,4,3,2870,10633,34157891,-118630875,1958,772066
10757348,0,3,4,3,2429,10800,34153046,-118627897,1959,831000
10757394,0,2,3,2,2142,10103,34156336,-118631665,1960,116389
10757417,0,3,5,3,2890,13776,34155705,-118625344,1965,839925
10757831,0,3,3,3,1582,7703,34163172,-118623280,1954,423618
10758092,0,4,3,4,3652,7176,34162359,-118614022,1996,698941
10758115,0,2,4,2,1555,11469,34163423,-118612388,1955,559649
10758161,0,3,3,3,2346,9514,34160347,-118613176,1977,840853
10758214,0,2,3,2,1328,6995,34159808,-118618584,1955,210993
10758474,0,2,3,2,2655,20706,34154661,-118618947,1979,794171
10758497,0,3,3,3,2256,8258,34151495,-118621446,1964,565214
10758704,0,2,3,2,2142,9843,34150899,-118613769,1963,684951
10759096,0,3,3,3,1545,88157,34146500,-118614000,1973,135487
10759610,0,3,3,3,1945,7191,34142995,-118625861,1977,464991
10759879,0,4,4,4,2781,10938,34141507,-118616993,1964,1073000
10760125,0,3,4,3,2771,11053,34139761,-118617452,1970,188633
10760225,0,2,4,2,2067,11285,34135622,-118615801,1971,130726
10760325,0,3,5,3,2925,11567,34138891,-118616163,1965,305834
10760573,0,4,5,4,3779,23785,34136839,-118609782,1988,739917
10760811,0,2,4,2,1212,5999,34216481,-118519011,1954,423903
10761157,0,2,4,2,1452,7139,34220599,-118523233,1954,163312
10761718,0,2,3,2,1246,6796,34216987,-118530540,1953,65233
10761841,0,2,3,2,1184,6399,34218225,-118528033,1953,197645
10762553,0,3,4,3,1717,266667,34218400,-118535000,1969,182861
10762699,0,1,4,1,1452,12023,34220035,-118539848,1956,171962
10763066,0,3,5,3,2271,7830,34211607,-118539835,1988,607000
10763403,0,2,2,2,956,88763,34208900,-118540000,1987,193000
10763503,0,1,2,1,856,13577,34220103,-118550084,1930,48300
10763526,0,3,2,3,3208,21032,34217927,-118551847,1951,668400
10763710,0,1,3,1,1126,21804,34213317,-118545224,1939,60745
10764009,0,2,3,2,1537,5076,34208177,-118547972,1975,249139
10764155,0,1,2,1,1068,8111,34205066,-118549649,1950,173909
10764255,0,1,3,1,1122,7034,34204185,-118544097,1952,269180
10764355,0,2,2,2,1002,6760,34203896,-118549001,1950,207204
10764578,0,2,4,2,1536,6778,34202767,-118550091,1956,282177
10765060,0,1,3,1,1112,7500,34213641,-118560060,1953,348228
10765160,0,1,3,1,1431,7559,34212537,-118555568,1953,234932
10765727,0,2,3,2,1618,7202,34208996,-118567899,1954,73590
10765873,0,3,4,3,2159,5148,34210535,-118564490,1986,379027
10765980,0,3,4,3,2473,5239,34214958,-118562246,1979,316959
10766072,0,3,3,3,1860,9451,34216129,-118564315,1956,520189
10766318,0,3,4,3,2115,5508,34214248,-118563633,1976,482339
10766418,0,3,3,3,1823,6529,34217466,-118569785,1983,469190
10766518,0,2,4,2,1826,5940,34218252,-118566678,1971,266315
10766587,0,3,4,3,2129,5616,34208956,-118565006,1978,290341
10766917,0,2,3,2,1641,8609,34217611,-118576173,1954,288340
10767017,0,2,3,2,1448,10861,34215894,-118578137,1956,71342
10767462,0,2,4,2,1842,5152,34215134,-118574196,1976,161430
10767577,0,2,3,2,1803,5395,34212735,-118571756,1977,313309
10767769,0,2,4,2,1834,7883,34217074,-118580582,1956,249360
10767992,0,2,3,2,1456,6896,34219294,-118584435,1954,208783
10768092,0,2,4,2,1810,7530,34214762,-118583040,1954,77957
10768215,0,2,3,2,1647,7770,34212220,-118582961,1959,310825
10768461,0,2,3,2,1634,7510,34217459,-118587326,1959,461030
10768553,0,3,4,3,1873,7819,34209358,-118583633,1960,458990
10768959,0,2,3,2,1383,7507,34214625,-118589113,1958,206166
10769059,0,2,3,2,1861,7508,34212178,-118591327,1958,280638
10769196,0,2,3,2,1216,7670,34211763,-118589002,1954,413091
10769440,0,3,3,3,1558,34612,34219100,-118605000,1979,201551
10769583,0,3,4,3,1873,7521,34214142,-118601993,1956,254219
10769921,0,2,2,2,1025,57335,34208800,-118603000,1982,242000
10770208,0,3,2,3,1002,13282,34208000,-118604000,1992,193302
10770359,0,1,2,1,648,5933,34206251,-118598310,1947,265817
10770916,0,1,4,1,1851,9569,34207978,-118590910,1951,351087
10770985,0,1,2,1,840,6552,34207486,-118593119,1949,269577
10771046,0,1,2,1,888,7502,34206765,-118594905,1947,277160
10771184,0,1,3,1,1004,6250,34205648,-118589398,1951,287401
10771578,0,2,3,2,1514,30034,34199707,-118589108,1981,242830
10771670,0,2,3,2,1216,7560,34206714,-118581290,1955,229427
10771816,0,2,3,2,1554,7558,34207767,-118587184,1976,191057
10772068,0,2,2,2,1033,60091,34201600,-118582000,1984,153515
10772168,0,2,3,2,1634,8918,34203197,-118579582,1955,75486
10772191,0,2,3,2,1303,7500,34205480,-118586001,1961,437570
10772396,0,2,2,2,1021,75697,34209900,-118574000,1982,71727
10773245,0,2,3,2,1444,7566,34202484,-118575096,1955,361396
10773603,0,1,3,1,1080,7024,34207670,-118567384,1951,390000
10773649,0,1,3,1,1051,7066,34206062,-118568681,1951,392000
10773818,0,2,4,2,1860,7013,34202659,-118564164,1956,96594
10774240,0,2,2,2,1281,126383,34202100,-118559000,1977,107603
10774601,0,3,4,3,2628,5129,34207002,-118557223,1981,489590
10775168,0,3,2,3,1473,63727,34201600,-118557000,1979,187929
10775268,0,3,3,3,1448,73761,34201600,-118555000,1980,244621
10775345,0,2,2,2,957,46292,34202400,-118556000,1988,186878
10775437,0,3,4,3,2360,7589,34205387,-118541776,1955,139944
10775514,0,1,3,1,1148,6050,34207708,-118539753,1951,400000
10775851,0,3,4,3,2082,8810,34204475,-118542519,1951,441594
10776270,0,1,2,1,866,5836,34210158,-118529380,1950,217556
10776462,0,1,2,1,1554,8507,34206830,-118531543,1946,337412
10776688,0,1,3,1,1212,10125,34203954,-118530000,1951,141315
10776772,0,2,3,2,1476,7219,34211683,-118518045,1953,82731
10776864,0,2,3,2,1643,6200,34211680,-118519336,1953,370967
10776964,0,2,6,2,1656,6763,34211785,-118523978,1954,243507
10777064,0,2,3,2,1218,6003,34209469,-118523798,1951,353585
10777156,0,1,2,1,929,6499,34207249,-118526061,1946,301139
10777179,0,2,3,2,1362,6499,34206287,-118525629,1950,209397
10777302,0,1,2,1,894,11390,34208048,-118521832,1949,220024
10777348,0,3,3,3,1956,6757,34207144,-118520181,1955,354288
10777463,0,2,3,2,1895,8799,34206471,-118518022,1932,73599
10778830,0,2,3,2,1713,6361,34188794,-118518459,1951,191240
10778930,0,2,4,2,1821,6223,34188260,-118519970,1950,403171
10779053,0,1,2,1,811,6181,34187468,-118523874,1950,353489
10779322,0,2,3,2,1748,6912,34184722,-118523723,1969,99713
10779360,0,3,3,3,2158,12451,34183593,-118523335,1924,667000
10779452,0,5,6,5,4413,8802,34183224,-118519459,1990,440414
10779521,0,1,3,1,1263,5999,34182310,-118520064,1951,552264
10779736,0,2,3,2,1499,6060,34185085,-118533119,1950,73408
10779805,0,1,3,1,1044,5999,34183379,-118531728,1950,151977
10779905,0,2,4,2,1467,5951,34181261,-118533707,1950,208668
10780020,0,3,3,3,2297,5260,34184306,-118528506,1968,589000
10780736,0,2,3,2,1681,6630,34194561,-118529201,1947,317627
10780836,0,1,3,1,1072,6748,34197181,-118529989,1947,175527
10781362,0,1,2,1,945,7681,34195941,-118536773,1945,135667
10781851,0,2,4,2,1296,5971,34187693,-118540560,1954,402891
10782089,0,2,2,2,1057,56995,34185600,-118537000,1983,262000
10782402,0,3,4,3,2136,5450,34185954,-118542562,1969,110318
10782448,0,2,3,2,1297,351847,34188900,-118552000,1975,352000
10782548,0,2,2,2,954,218846,34188400,-118550000,1975,228620
10782648,0,2,4,2,1374,225437,34189900,-118552000,1976,365000
10783109,0,3,6,3,2444,7282,34180685,-118548927,1951,519130
10783209,0,2,3,2,1112,7059,34182717,-118548354,1951,422000
10783432,0,2,3,2,1254,28263,34187034,-118549692,1964,66383
10783577,0,2,3,2,1297,183172,34189500,-118550000,1976,304878
10783669,0,2,4,2,1690,6966,34198343,-118550056,1951,257813
10783792,0,2,3,2,1404,6554,34196423,-118549622,1955,208574
10784107,0,2,3,2,1109,129713,34191700,-118546000,1971,286000
10784207,0,2,3,2,1211,118613,34190600,-118546000,1972,176231
10784307,0,2,4,2,1211,129713,34191700,-118546000,1971,228441
10784553,0,2,3,2,1322,5225,34198584,-118546385,1955,397791
10784774,0,3,2,3,1074,41900,34200700,-118560000,1980,162604
10784881,0,1,3,1,1020,6786,34199881,-118557639,1951,68286
10785295,0,1,3,1,1064,6162,34197613,-118556338,1951,176083
10785518,0,2,2,2,849,82790,34200500,-118555000,1990,193322
10785610,0,2,3,2,1390,6143,34191296,-118553381,1951,428391
10785710,0,1,2,1,816,6049,34191951,-118554574,1951,276157
10786109,0,2,3,2,1510,6518,34186785,-118557003,1958,111305
10786231,0,2,4,2,1296,6141,34191724,-118558389,1951,69100
10786992,0,2,3,2,1530,7763,34190774,-118572754,1955,423265
10787307,0,3,4,3,1853,7917,34185530,-118564358,1954,404899
10787476,0,3,2,3,1843,177954,34200200,-118574000,1979,242140
10787576,0,2,3,2,1225,7675,34198844,-118571822,1953,77262
10787937,0,2,3,2,1675,6359,34196225,-118561658,1955,272713
10788129,0,1,2,1,902,6753,34195465,-118567546,1949,228045
10788152,0,2,2,2,1162,6707,34197276,-118568640,1949,175436
10788482,0,2,4,2,1446,7503,34197669,-118576912,1956,77468
10788566,0,2,3,2,1200,7235,34198261,-118575730,1955,68901
10788741,0,2,3,2,1949,7477,34192860,-118576839,1963,433946
10788841,0,2,4,2,1362,7499,34190646,-118576399,1956,428390
10788987,0,2,3,2,1212,7499,34198052,-118579467,1954,313530
10789087,0,2,3,2,1293,7752,34195546,-118579984,1954,266500
10789194,0,2,5,2,1948,8023,34198552,-118585449,1954,332154
10789240,0,2,3,2,1380,8037,34199805,-118585055,1954,189353
10789324,0,2,3,2,1293,7496,34197228,-118582793,1954,69714
10789796,0,1,2,1,836,70197,34194600,-118600000,1983,192625
10790191,0,3,4,3,2231,5086,34196838,-118588302,1988,503000
10790244,0,2,3,2,1533,6962,34187209,-118606880,1954,456663
10790397,0,2,4,2,1875,7920,34192731,-118613269,1977,508685
10790443,0,2,3,2,1500,8112,34190991,-118612619,1958,479516
10790758,0,3,4,3,1874,7595,34187100,-118611474,1962,502767
10790827,0,3,2,3,1888,122753,34183400,-118611000,1972,81966
10791317,0,2,2,2,1038,393023,34173200,-118609000,1977,113034
10791417,0,3,3,3,1724,107510,34174000,-118607000,1980,329433
10791593,0,3,3,3,1896,12381,34174773,-118609127,1957,112151
10792384,0,2,2,2,883,222508,34171400,-118609000,1979,131561
10792484,0,1,1,1,358,222508,34171400,-118609000,1979,210000
10792584,0,3,2,3,1526,493881,34173700,-118604000,1980,459000
10792684,0,3,3,3,1666,493881,34173700,-118604000,1979,400107
10792784,0,3,3,3,1657,256078,34173600,-118605000,1980,479900
10792884,0,2,2,2,1017,231181,34175900,-118600000,1980,355000
10794502,0,2,3,2,1246,7577,34191819,-118584292,1956,119135
10794525,0,2,4,2,1856,7505,34191966,-118582322,1954,485000
10794625,0,2,4,2,1388,7895,34189868,-118580054,1955,228897
10794725,0,2,3,2,1380,7984,34189472,-118584543,1956,464090
10795386,0,2,4,2,1856,15342,34176551,-118585925,1962,563533
10795631,0,2,3,2,1774,7873,34176429,-118575985,1957,566649
10795854,0,2,3,2,1800,12896,34172452,-118572992,1959,501020
10796200,0,3,4,3,1916,7601,34169398,-118581347,1959,648000
10796300,0,2,4,2,1705,9177,34170513,-118582616,1960,154181
10796446,0,2,3,2,1596,11229,34172036,-118572419,1957,120301
10796684,0,2,2,2,1468,17250,34180646,-118565136,1950,402822
10797145,0,4,4,4,2792,4842,34175096,-118553523,1991,668815
10797275,0,2,3,2,1178,7547,34180279,-118551340,1954,131881
10797566,0,3,3,3,3379,15953,34180019,-118547077,1945,411794
10797589,0,3,3,3,1981,8999,34177579,-118545621,1926,317887
10797658,0,6,7,6,3791,8699,34173795,-118544234,1949,663637
10797796,0,3,3,3,1801,174263,34177900,-118542000,1981,319569
10797896,0,3,3,3,1818,72188,34176501,-118542789,1979,286652
10797996,0,3,3,3,2082,21778,34176700,-118543000,1998,456457
10798349,0,1,1,1,648,32983,34174000,-118540000,1973,185000
10798441,0,2,2,2,966,258550,34174600,-118537000,1964,82776
10798541,0,2,2,2,966,258550,34175100,-118538000,1964,201472
10798887,0,2,2,2,910,218403,34176400,-118539000,1970,133247
10799171,0,3,3,3,1175,174400,34178100,-118534000,1979,330000
10799209,0,3,2,3,1278,135898,34178100,-118533000,1977,199489
10799309,0,3,3,3,1363,103857,34178100,-118533000,1977,142277
10799378,0,3,2,3,986,62617,34176800,-118531000,1980,199797
10799501,0,2,2,2,923,85125,34176800,-118534000,1979,149205
10799608,0,3,2,3,1512,197423,34174200,-118532000,1975,162467
10800907,0,2,2,2,1279,5999,34172488,-118522819,1949,384565
10801007,0,1,3,1,1201,6093,34177456,-118526027,1949,525289
10801107,0,1,3,1,1026,5580,34179203,-118522434,1949,148224
10801230,0,1,2,1,802,5499,34174829,-118523861,1949,242964
10801553,0,1,2,1,804,5701,34179031,-118518401,1949,170704
10801652,0,1,2,1,804,5499,34174750,-118518376,1949,325363
10801916,0,2,2,2,1578,83221,34169100,-118532000,1981,403000
10802352,0,1,3,1,1044,6001,34169474,-118542502,1950,96037
10803172,0,2,2,2,1142,55262,34168600,-118527000,1970,120513
10803495,0,1,1,1,882,103146,34167500,-118525000,1971,298000
10803595,0,3,2,3,1768,160165,34166300,-118526000,1966,364570
10803893,0,3,2,3,2113,130855,34168300,-118523000,1975,456720
10804062,0,2,2,2,1037,60947,34169000,-118524000,1967,272000
10804592,0,3,2,3,1161,33318,34165000,-118522000,1973,78483
10805396,0,4,3,4,3564,17497,34165535,-118554723,1951,1485685
10805496,0,3,5,3,3866,17145,34166117,-118552132,1954,1005614
10805733,0,3,2,3,2047,18449,34167855,-118546121,1952,609170
10805955,0,3,4,3,2420,18348,34164373,-118562834,1958,468771
10806099,0,3,4,3,2719,18572,34171548,-118558520,1962,875000
10806122,0,7,6,7,7671,67607,34169273,-118558364,2001,2695614
10806613,0,3,4,3,3211,17732,34158235,-118576079,1955,580418
10806713,0,3,4,3,2816,12451,34162612,-118587118,1998,653841
10806881,0,3,4,3,2552,17682,34160852,-118573511,1962,598631
10806904,0,4,4,4,2755,16624,34162823,-118575407,1961,176009
10807117,0,2,4,2,1818,6249,34165289,-118594107,1957,356369
10807478,0,2,2,2,1382,10901,34160025,-118588170,1954,637487
10807914,0,3,3,3,2394,6764,34164392,-118596837,1976,187216
10808197,0,2,3,2,1325,7093,34162010,-118600844,1953,335683
10808404,0,4,4,4,2995,6773,34164471,-118600217,1964,772000
10808503,0,1,2,1,988,6269,34166443,-118600165,1951,128751
10808526,0,2,3,2,1548,5008,34166547,-118601083,1963,641566
10808900,0,2,3,2,2596,6250,34162905,-118605900,1951,411397
10809373,0,2,3,2,1581,6992,34154927,-118609724,1956,160397
10809680,0,1,2,1,960,6253,34156304,-118606706,1951,448941
10809703,0,2,3,2,1301,6280,34156303,-118607203,1959,167319
10809726,0,2,3,2,1160,6413,34155482,-118608025,1948,449544
10810408,0,2,4,2,1795,7678,34153539,-118604030,1956,128540
10810660,0,2,4,2,1846,6381,34149319,-118593392,1964,627000
10811169,0,2,3,2,1845,6094,34146298,-118587714,1964,363582
10811207,0,3,4,3,2366,8630,34145510,-118593507,1977,374453
10811365,0,1,2,1,784,3392,34146657,-118589973,1964,53886
10812468,0,3,5,3,2574,21724,34149024,-118572683,1972,874000
10812729,0,1,1,1,2137,21169,34159473,-118564024,1934,1156759
10812921,0,3,4,3,2556,15526,34159144,-118570500,1963,555934
10813397,0,3,3,3,2561,21415,34157195,-118537375,1958,1009640
10813742,0,4,6,4,3713,38704,34154841,-118547074,1962,903142
10813888,0,4,4,4,2639,19505,34150908,-118553895,1961,730876
10814180,0,3,4,3,2869,11459,34152563,-118536911,1963,821628
10814303,0,4,5,4,3386,21516,34149740,-118543714,1967,217931
10814640,0,7,5,7,5487,65861,34134671,-118551308,1998,1585392
10814663,0,7,5,7,6399,29421,34137375,-118553320,1995,2403735
10814686,0,0,0,,,28777,34139669,-118550666,1998,752500
10814709,0,5,4,5,4050,28169,34141235,-118550053,1996,1229126
10815337,0,3,4,3,2463,16975,34143826,-118560760,1970,435140
10815583,0,4,5,4,3223,17616,34138288,-118558109,1974,693941
10816051,0,1,2,1,792,5499,34159924,-118529086,1950,59114
10816504,0,2,3,2,1703,8263,34158127,-118521099,1951,699000
10816650,0,5,5,5,3898,6029,34159675,-118523385,2006,1256847
10816750,0,4,3,4,2630,17115,34157405,-118520847,1952,1076865
10816850,0,4,5,4,4211,17134,34157145,-118519462,1952,368505
10817225,0,4,4,4,4404,25815,34152203,-118522535,1959,1253000
10817532,0,6,5,6,5937,18705,34146303,-118528864,1975,2507200
10817555,0,5,5,5,4043,17642,34145833,-118526193,1975,1150957
10817991,0,2,3,2,1590,5721,34145767,-118596966,1965,457248
10818059,0,2,4,2,1964,7140,34148742,-118599218,1961,121524
10818105,0,2,3,2,1709,6184,34150713,-118601184,1962,452794
10818128,0,1,2,1,1294,5035,34150736,-118598184,1960,403691
10818576,0,2,3,2,1116,6049,34216966,-118515157,1952,484489
10818799,0,2,3,2,1289,6000,34219189,-118509294,1951,387000
