zpid,latitude,longitude,cityid,countryid,zipcpde,amount
12982528,34091299,-118011596,51861,3101,96479,452621
12982658,34087079,-118007458,51861,3101,96479,95421
12983101,34081865,-118012981,51861,3101,96479,271514
12983362,34077115,-118014097,51861,3101,96479,773299
12983500,34079194,-118018203,51861,3101,96479,42377
12983760,34075075,-118014666,51861,3101,96479,294116
12985028,34068906,-118005245,51861,3101,96479,342869
12985174,34066761,-118004131,10241,3101,96479,163036
12985533,34076674,-117995908,10241,3101,96465,208951
12985671,34073552,-117994104,10241,3101,96465,315000
12985809,34074136,-117983627,10241,3101,96465,26669
12985832,34075707,-117983983,10241,3101,96465,403971
12985855,34075933,-117984552,10241,3101,96465,205427
12986162,34077700,-117993000,10241,3101,96465,130951
12986308,34074628,-117989548,10241,3101,96465,210457
12986454,34072361,-117981546,10241,3101,96465,333000
12986477,34072400,-117981000,10241,3101,96465,175889
12986554,34072000,-117979000,10241,3101,96465,172440
12986654,34071300,-117981000,10241,3101,96465,171460
12986700,34070500,-117984000,10241,3101,96465,183595
12986884,34076718,-117990542,10241,3101,96465,164343
12987045,34079950,-117982563,10241,3101,96465,240437
12987113,34081133,-117977968,10241,3101,96465,191711
12987259,34078867,-117978386,10241,3101,96465,171346
12987489,34079025,-117981051,10241,3101,96465,169374
12987535,34081491,-117971430,10241,3101,96465,347700
12987742,34077626,-117978396,10241,3101,96465,159413
12988190,34083281,-117966515,10241,3101,96465,240795
12988280,34084574,-117962439,10241,3101,96465,276951
12988547,34082502,-117962560,10241,3101,96465,176258
12988660,34085651,-117953578,10241,3101,96465,162979
12988752,34082716,-117954503,10241,3101,96465,239801
12988844,34084955,-117957187,10241,3101,96465,268281
12989571,34071111,-117973903,10241,3101,96465,63578
12989763,34074309,-117965619,10241,3101,96465,186809
12989786,34074369,-117968373,10241,3101,96465,43604
12990369,34071796,-117994063,10241,3101,96465,211161
12990392,34071071,-117993865,10241,3101,96465,156584
12990415,34070117,-117994553,10241,3101,96465,259084
12990653,34068437,-117989651,10241,3101,96465,38098
12990844,34069187,-117987165,10241,3101,96465,203255
12991042,34061460,-117971565,118895,3101,96490,307382
12991265,34061983,-117976534,118895,3101,96490,59665
12991942,34059446,-117976741,118895,3101,96490,42993
12992042,34059976,-117978457,118895,3101,96490,172577
12992265,34059327,-117982542,118895,3101,96490,347000
12992365,34062733,-117979438,118895,3101,96490,160218
12992434,34055121,-117978625,118895,3101,96490,365000
12992557,34053530,-117981194,118895,3101,96490,57624
12992703,34055619,-117983379,118895,3101,96490,44630
12992902,34048336,-117984134,118895,3101,96490,244795
12993002,34051605,-117983735,118895,3101,96490,42794
12994221,34073992,-118015839,51861,3101,96479,202471
12994244,34073100,-118015000,51861,3101,96479,168065
12994466,34067413,-118017297,51861,3101,96479,150648
12994596,34070500,-118019000,51861,3101,96479,241664
12994725,34072632,-118019469,51861,3101,96479,427483
12995182,34078596,-118024292,51861,3101,96478,156300
12995465,34076331,-118028933,51861,3101,96478,439302
12995511,34076945,-118030244,51861,3101,96478,43806
12995685,34073673,-118026643,51861,3101,96478,169379
12995800,34081684,-118023429,51861,3101,96479,390915
12996030,34082856,-118029156,51861,3101,96478,300723
12997399,34108325,-118014097,50749,3101,96267,376925
12997422,34107333,-118014452,50749,3101,96267,369976
12997460,34105522,-118014828,50749,3101,96267,307284
12997483,34105807,-118011674,32923,3101,96267,118569
12997506,34107699,-118009498,32923,3101,96267,525288
12997590,34105173,-118022800,50749,3101,96267,68747
12997690,34106151,-118020092,50749,3101,96267,424237
12997859,34103567,-118016850,50749,3101,96267,244435
12997882,34100609,-118020658,50749,3101,96267,214982
12997982,34103241,-118020154,50749,3101,96267,255044
12998082,34103763,-118023284,50749,3101,96267,405498
12998420,34099966,-118033291,14111,3101,96517,315594
12998703,34102887,-118031982,14111,3101,96517,444711
12999277,34101364,-118029916,14111,3101,96517,254348
12999561,34099149,-118028973,14111,3101,96517,80343
12999630,34098289,-118026937,14111,3101,96517,355667
12999904,34090692,-118028344,51861,3101,96478,211020
13000040,34081373,-118033313,51861,3101,96478,163983
13000086,34080855,-118034611,51861,3101,96478,41564
13000734,34091602,-118035370,51861,3101,96478,275535
13000857,34084302,-118038061,51861,3101,96478,117579
13001080,34086801,-118041612,51861,3101,96478,50138
13001126,34083265,-118042856,51861,3101,96478,127364
13001225,34081331,-118038037,51861,3101,96478,171752
13001511,34081644,-118051705,51861,3101,96478,357422
13001618,34081061,-118049010,51861,3101,96478,150055
13002076,34076599,-118049499,51861,3101,96478,295237
13002099,34074872,-118050057,51861,3101,96478,173445
13002183,34074903,-118046705,51861,3101,96478,402000
13002318,34071758,-118039939,51861,3101,96478,102084
13002356,34070677,-118038861,51861,3101,96478,393328
13002402,34071690,-118037642,51861,3101,96478,499022
13002818,34068731,-118045485,51861,3101,96480,154608
13003391,34067247,-118035813,51861,3101,96478,158796
13003481,34066593,-118060172,51861,3101,96480,58552
13003864,34066643,-118057463,51861,3101,96480,404726
13003955,34066137,-118054637,51861,3101,96480,47348
13004046,34064190,-118051428,51861,3101,96480,284155
13004588,34063900,-118062000,51861,3101,96480,250150
13004641,34064011,-118058594,51861,3101,96480,261614
13004832,34097653,-118045995,14111,3101,96517,421771
13005001,34094273,-118047543,14111,3101,96517,79633
13005085,34094008,-118047033,14111,3101,96517,320328
13005162,34091658,-118044324,14111,3101,96517,601787
13005307,34093011,-118043486,14111,3101,96517,538943
13005667,34095853,-118039470,14111,3101,96517,237576
13005905,34098099,-118037173,14111,3101,96517,477656
13006043,34106338,-118044945,50749,3101,96268,370431
13006143,34104869,-118037367,14111,3101,96517,247982
13006335,34102764,-118042542,50749,3101,96268,404358
13006719,34100525,-118041229,14111,3101,96517,642737
13006834,34106724,-118066727,14111,3101,96517,724881
13007040,34102774,-118062951,14111,3101,96517,86046
13007191,34104694,-118059897,14111,3101,96517,157557
13007724,34101489,-118063480,14111,3101,96517,591495
13007839,34102528,-118060372,14111,3101,96517,298642
13007908,34101434,-118058743,14111,3101,96517,367769
13007931,34101268,-118057431,14111,3101,96517,388558
13008000,34103060,-118055760,14111,3101,96517,478278
13008100,34101957,-118051228,14111,3101,96517,544691
13008415,34097944,-118059728,14111,3101,96517,74773
13008507,34097935,-118064573,14111,3101,96517,1053454
13008799,34096503,-118053652,14111,3101,96517,504215
13008899,34095897,-118056445,14111,3101,96517,451090
13009237,34094342,-118050226,14111,3101,96517,630000
13009306,34092115,-118048666,14111,3101,96517,501665
13009329,34093992,-118049636,14111,3101,96517,503738
13010043,34091972,-118063752,14111,3101,96517,292496
13010783,34087740,-118069757,54212,3101,96510,89228
13011082,34076114,-118061680,54212,3101,96510,115453
13011328,34077753,-118058131,54212,3101,96510,645000
13011474,34074450,-118055653,54212,3101,96510,245961
13011596,34080307,-118066472,54212,3101,96510,260982
13011918,34077508,-118069829,54212,3101,96510,806059
13012239,34065933,-118071116,54212,3101,96510,372637
13012415,34065071,-118068652,54212,3101,96510,268503
13012920,34149143,-117941260,24435,3101,96270,665895
13012966,34145839,-117945227,24435,3101,96270,152398
13013150,34151084,-117947166,24435,3101,96270,485970
13013639,34140559,-117946270,24435,3101,96270,129300
13014670,34139734,-117909509,37015,3101,96464,289883
13015187,34142805,-117901124,37015,3101,96464,102137
13015456,34140650,-117908257,37015,3101,96464,113680
13015479,34139429,-117904367,37015,3101,96464,257267
13015724,34137400,-117908000,37015,3101,96464,246000
13016089,34144718,-117941250,24435,3101,96270,340170
13016312,34149761,-117938161,24435,3101,96270,255757
13016458,34149112,-117932343,24435,3101,96270,535000
13016619,34151633,-117934002,24435,3101,96270,519664
13017495,34121369,-117907856,37015,3101,96464,349852
13018084,34128565,-117896725,37015,3101,96464,145652
13018184,34128459,-117895564,37015,3101,96464,133197
13018253,34120127,-117900321,37015,3101,96464,163551
13018353,34117911,-117900899,37015,3101,96464,251042
13018476,34116700,-117901959,37015,3101,96464,165574
13018576,34119528,-117903234,37015,3101,96464,236192
13018760,34120174,-117917044,37015,3101,96464,108319
13019598,34126551,-117919701,37015,3101,96464,189240
13019827,34122050,-117913075,37015,3101,96464,176219
13020150,34130425,-117910099,37015,3101,96464,127545
13020603,34124932,-117911470,37015,3101,96464,273908
13020756,34143500,-117922000,37015,3101,96464,202183
13020979,34145100,-117922000,37015,3101,96464,184427
13021079,34144000,-117921000,37015,3101,96464,142132
13021179,34144808,-117914421,37015,3101,96464,331388
13021371,34144518,-117910047,37015,3101,96464,73485
13021517,34143400,-117909000,37015,3101,96464,217255
13021975,34113574,-117918657,37015,3101,96464,247159
13022355,34109547,-117924157,37015,3101,96464,78103
13022552,34110372,-117910508,37015,3101,96464,175516
13022925,34111065,-117914581,37015,3101,96464,67233
13022994,34112236,-117907666,37015,3101,96464,452700
13023117,34113173,-117898603,37015,3101,96464,300000
13023431,34110814,-117902514,37015,3101,96464,186697
13023454,34110300,-117902121,37015,3101,96464,245178
13023760,34113902,-117890113,37015,3101,96464,338314
13024425,34119432,-117894803,37015,3101,96464,396772
13024548,34118044,-117893248,37015,3101,96464,244000
13025101,34129100,-117896000,37015,3101,96464,267430
13025201,34121831,-117889946,37015,3101,96464,321994
13025301,34123481,-117891224,37015,3101,96464,50546
13025401,34127039,-117894243,37015,3101,96464,189567
13025599,34137640,-117881379,11626,3101,96486,455930
13025699,34135299,-117891493,37015,3101,96464,197293
13027716,34121936,-117882976,37015,3101,96464,371000
13028085,34118613,-117888980,37015,3101,96464,394000
13028477,34117305,-117881254,37015,3101,96464,630134
13028577,34118359,-117881685,37015,3101,96464,115253
13029397,34118877,-117873757,11626,3101,96485,223402
13029420,34118897,-117872546,11626,3101,96485,407991
13029443,34118282,-117874313,11626,3101,96485,199912
13029512,34117289,-117872696,11626,3101,96485,46872
13029665,34120501,-117879104,11626,3101,96485,249797
13029688,34116642,-117872390,11626,3101,96485,236460
13029788,34117200,-117880000,11626,3101,96485,277997
13029811,34128274,-117878382,11626,3101,96485,48712
13030018,34122526,-117872027,11626,3101,96485,300611
13030164,34123393,-117875339,11626,3101,96485,207670
13030264,34122367,-117878861,11626,3101,96485,268685
13030548,34132122,-117876878,11626,3101,96486,64618
13031023,34143058,-117874322,11626,3101,96486,305117
13031298,34137668,-117878338,11626,3101,96486,357109
13031398,34146378,-117874028,11626,3101,96486,133913
13031718,34150928,-117854735,11626,3101,96486,920910
13031771,34148025,-117871326,11626,3101,96486,510104
13031939,34153718,-117855892,11626,3101,96486,903448
13032322,34155262,-117861870,11626,3101,96486,1399338
13032368,34145450,-117864090,11626,3101,96485,271482
13032883,34141358,-117865521,11626,3101,96486,685000
13033618,34132663,-117859111,11626,3101,96486,273224
13033664,34130410,-117859675,11626,3101,96486,46665
13033702,34132151,-117862020,11626,3101,96486,155124
13033837,34131877,-117869082,11626,3101,96486,410000
13034227,34125893,-117867830,11626,3101,96485,382491
13034296,34122045,-117863540,11626,3101,96485,483470
13034434,34122619,-117865800,11626,3101,96485,443400
13034602,34117179,-117869964,11626,3101,96485,211854
13034870,34115462,-117858327,11626,3101,96485,378871
13035062,34116534,-117850283,11626,3101,96485,542281
13035162,34115785,-117847059,11626,3101,96485,392691
13035385,34114911,-117841185,11626,3101,96485,225692
13035485,34115838,-117837458,33836,3101,96485,405000
13035682,34113701,-117864104,11626,3101,96485,397691
13035705,34109157,-117870445,11626,3101,96485,66043
13035773,34107562,-117865222,11626,3101,96485,242754
13035911,34109790,-117864690,11626,3101,96485,50752
13035980,34110517,-117861811,11626,3101,96485,325723
13036072,34108957,-117862494,11626,3101,96485,265586
13036095,34112247,-117855066,11626,3101,96485,268827
13036118,34111444,-117855190,11626,3101,96485,686400
13036364,34110519,-117870520,11626,3101,96485,62952
13036610,34108047,-117857055,11626,3101,96485,200649
13036709,34127325,-117862078,11626,3101,96485,408000
13036861,34126465,-117861757,11626,3101,96485,213422
13036961,34126464,-117858623,11626,3101,96485,371009
13036999,34126351,-117855477,11626,3101,96485,143251
13037189,34127596,-117843836,11626,3101,96485,275084
13037593,34137592,-117856348,11626,3101,96486,601787
13037693,34135379,-117853955,11626,3101,96486,359525
13038268,34141858,-117860262,11626,3101,96486,152658
13038552,34144522,-117857276,11626,3101,96486,479373
13038690,34148697,-117851169,11626,3101,96486,301505
13038905,34144409,-117853538,11626,3101,96486,610900
13039281,34137600,-117852325,11626,3101,96486,95952
13040231,34111929,-117840889,11626,3101,96485,47474
13040492,34108902,-117838265,11626,3101,96485,440581
13040615,34109077,-117851336,11626,3101,96485,397385
13040899,34126985,-117832095,11626,3101,96485,330458
13041037,34125904,-117830641,11626,3101,96485,297852
13041160,34122518,-117826809,11626,3101,96485,118272
13041260,34122576,-117824513,11626,3101,96485,265987
13041483,34126630,-117824979,11626,3101,96485,273913
13041782,34134110,-117842515,11626,3101,96486,432384
13042004,34129595,-117835480,11626,3101,96486,56046
13042073,34130856,-117840317,11626,3101,96486,111936
13042426,34140296,-117840436,11626,3101,96486,384228
13042541,34139055,-117842117,11626,3101,96486,626400
13042687,34141115,-117842910,11626,3101,96486,95097
13042810,34138157,-117840665,11626,3101,96486,411966
13042879,34145264,-117839666,11626,3101,96486,92538
13042979,34149445,-117840769,11626,3101,96486,559585
13043484,34139324,-117833779,11626,3101,96486,240964
13043630,34136757,-117831188,11626,3101,96486,138669
13043852,34142711,-117835548,11626,3101,96486,601453
13043921,34139354,-117825587,11626,3101,96486,687262
13044232,34132272,-117821997,11626,3101,96486,729817
13044682,34134840,-117823711,11626,3101,96486,117277
13044958,34123027,-117813587,33836,3101,96485,74613
13046075,34124089,-117777362,39308,3101,96494,59109
13046412,34135044,-117773226,39308,3101,96494,638688
13047187,34134685,-117771495,39308,3101,96494,142837
13047302,34132503,-117773553,39308,3101,96494,278184
13047348,34130118,-117773787,39308,3101,96494,471470
13047417,34129140,-117808032,33836,3101,96513,823000
13047494,34135322,-117789606,33836,3101,96513,540837
13047555,34125974,-117807715,33836,3101,96513,300896
13047654,34129066,-117791237,33836,3101,96513,587490
13047700,34125051,-117791106,39308,3101,96494,289895
13047899,34126545,-117784660,39308,3101,96494,214979
13047976,34127695,-117783945,39308,3101,96494,263699
13048060,34131378,-117787233,33836,3101,96513,511000
13048359,34124105,-117789652,39308,3101,96494,237258
13048482,34124051,-117795434,33836,3101,96513,215216
13048528,34123478,-117794477,33836,3101,96513,279262
13048612,34121951,-117766951,39308,3101,96494,338375
13049392,34118459,-117766915,39308,3101,96494,333981
13049737,34124291,-117763459,39308,3101,96494,323281
13049806,34133578,-117758091,39308,3101,96494,81959
13049959,34131306,-117750508,39308,3101,96494,676911
13050096,34135926,-117758833,39308,3101,96494,786708
13050462,34124090,-117731106,30908,3101,96469,91520
13050765,34128521,-117749053,,3101,96494,575640
13050902,34124144,-117718988,30908,3101,96469,65229
13051130,34125351,-117720658,30908,3101,96469,420729
13051230,34123036,-117725175,30908,3101,96469,530229
13051399,34132789,-117730559,30908,3101,96469,502192
13051668,34131363,-117716338,30908,3101,96469,640000
13051989,34133618,-117703395,30908,3101,96469,433340
13052035,34135216,-117707948,30908,3101,96469,1402121
13052150,34128277,-117707598,30908,3101,96469,419647
13052273,34135677,-117696782,30908,3101,96469,778600
13052442,34125409,-117702570,30908,3101,96469,110737
13052972,34127012,-117707329,30908,3101,96469,543456
13053095,34129121,-117708890,30908,3101,96469,419591
13054499,34145280,-117769021,39308,3101,96494,306511
13054522,34144914,-117769975,39308,3101,96494,192189
13054568,34138713,-117771841,39308,3101,96494,295697
13054591,34138036,-117773750,39308,3101,96494,519665
13054714,34138172,-117765389,39308,3101,96494,664500
13054837,34143363,-117766217,39308,3101,96494,445080
13055206,34147631,-117759921,39308,3101,96494,384324
13055428,34139771,-117747365,30908,3101,96494,354788
13055489,34136776,-117757098,39308,3101,96494,792605
13055535,34138483,-117757046,39308,3101,96494,482127
13055680,34149182,-117754521,,3101,96494,965134
13055703,34149618,-117754523,39308,3101,96494,824500
13055890,34154765,-117910591,37015,3101,96464,457312
13056074,34153800,-117910000,37015,3101,96464,123559
13056800,34147237,-117888983,11626,3101,96486,683495
13056823,34148447,-117914814,37015,3101,96464,363735
13057382,34019270,-117805832,24384,3101,96505,282996
13057482,34019870,-117804493,24384,3101,96505,175815
13057674,34002493,-117804988,24384,3101,96505,73158
13057797,34020917,-117767573,10815,3101,96506,339000
13058112,34008055,-117792977,24384,3101,96505,458841
13058204,34003984,-117793873,24384,3101,96505,514384
13059203,34006525,-117790384,24384,3101,96505,600932
13059372,34009286,-117790353,24384,3101,96505,692000
13059674,33998500,-117811000,24384,3101,96505,51355
13059774,33997400,-117812000,24384,3101,96505,282466
13059820,33999229,-117806900,24384,3101,96505,135564
13060143,33991686,-117806718,24384,3101,96505,612950
13060266,33994565,-117812301,24384,3101,96505,593398
13060366,33991535,-117816364,24384,3101,96505,217071
13060750,34031312,-117799343,24384,3101,96505,433585
13060850,34028947,-117802856,24384,3101,96505,234678
13061188,34037567,-117772035,20008,3101,96506,450018
13061211,34036825,-117771415,20008,3101,96506,423264
13061357,34038083,-117778563,20008,3101,96506,476000
13061703,34032700,-117796000,24384,3101,96505,343684
13061849,34034600,-117796000,24384,3101,96505,250508
13062217,34037996,-117791508,20008,3101,96506,316190
13062654,34031100,-117795000,24384,3101,96505,326393
13062754,34037000,-117794000,24384,3101,96505,309000
13062977,34032331,-117784865,20008,3101,96505,464146
13063223,34029700,-117792000,24384,3101,96505,143629
13063323,34030500,-117790000,24384,3101,96505,211226
13063461,34051843,-117781363,20008,3101,96506,217971
13063561,34050605,-117782005,20008,3101,96506,117613
13063684,34051750,-117787134,20008,3101,96506,182195
13063784,34048793,-117784620,20008,3101,96506,197275
13064153,34045326,-117776212,20008,3101,96506,303078
13064253,34050457,-117791930,20008,3101,96506,279582
13064499,34042850,-117771756,20008,3101,96506,296807
13064697,34035175,-117797593,24384,3101,96505,245007
13064797,34036900,-117796000,24384,3101,96505,229495
13064920,34036437,-117796725,24384,3101,96505,101752
13065043,34036478,-117799999,24384,3101,96505,332863
13065342,34063217,-117796996,20008,3101,96508,300000
13065595,34058383,-117798709,20008,3101,96508,169480
13066584,34028198,-117768305,20008,3101,96506,372778
13067697,34026282,-117762480,20008,3101,96506,112916
13068002,34029196,-117848805,34636,3101,96522,465138
13068078,34027175,-117848009,34636,3101,96522,866982
13068101,34029384,-117844971,34636,3101,96522,451185
13068304,34023197,-117862648,34636,3101,96522,316540
13068327,34023407,-117855641,34636,3101,96522,440039
13068427,34024846,-117859932,34636,3101,96522,375365
13068527,34025665,-117859764,34636,3101,96522,200684
13068650,34032383,-117855372,34636,3101,96522,629010
13068880,34031431,-117831570,34636,3101,96522,540833
13068972,34036460,-117836259,34636,3101,96522,799501
13069095,34036622,-117842610,34636,3101,96522,660774
13069241,34036543,-117833654,34636,3101,96522,620609
13069310,34032154,-117870130,34636,3101,96522,700424
13069471,34037031,-117829441,34636,3101,96522,880665
13069640,34036550,-117827674,34636,3101,96522,596509
13069740,34041108,-117851196,34636,3101,96522,343397
13070250,34058297,-117805042,20008,3101,96508,195079
13070729,34052240,-117848074,34636,3101,96522,706980
13071251,34031424,-117773383,20008,3101,96506,236331
13071466,34026361,-117773660,20008,3101,96506,292729
13071964,34053191,-117852626,34636,3101,96522,563976
13072148,34046551,-117854562,34636,3101,96522,336087
13072317,34043697,-117853973,34636,3101,96522,74609
13073169,33986317,-117822471,24384,3101,96505,488836
13073369,33982200,-117829000,24384,3101,96505,129123
13073392,33980855,-117829705,24384,3101,96505,143310
13073484,33973879,-117831107,24384,3101,96505,840192
13073859,33974883,-117824826,24384,3101,96505,3233336
13073882,33977422,-117817226,24384,3101,96505,934665
13074004,33986796,-117812066,24384,3101,96505,2090193
13074494,33967150,-117840414,24384,3101,96505,724964
13074594,33968217,-117837480,24384,3101,96505,713450
13075032,33962518,-117843906,24384,3101,96505,404453
13075132,33961494,-117844579,24384,3101,96505,450218
13075155,33962388,-117839018,24384,3101,96505,499635
13075359,34005300,-117820000,24384,3101,96505,279300
13075581,34018700,-117812000,24384,3101,96505,277000
13075696,34015191,-117807238,24384,3101,96505,278386
13075796,34014783,-117809668,24384,3101,96505,653300
13075842,34011085,-117807087,24384,3101,96505,97466
13075942,34010647,-117809654,24384,3101,96505,332480
13076188,34009200,-117816000,24384,3101,96505,150081
13076288,34007900,-117817000,24384,3101,96505,118559
13076434,34007900,-117818000,24384,3101,96505,112916
13076480,34007300,-117819000,24384,3101,96505,165484
13076580,34006600,-117817000,24384,3101,96505,265000
13076726,34002823,-117813889,24384,3101,96505,297053
13076841,34030526,-117813941,24384,3101,96505,366810
13077102,34025372,-117813841,24384,3101,96505,253050
13077202,34023707,-117814754,24384,3101,96505,325121
13077302,34025570,-117815376,24384,3101,96505,510464
13077525,34020139,-117819118,24384,3101,96505,453049
13077625,34019190,-117817067,24384,3101,96505,316193
13078205,34004191,-117841881,24384,3101,96522,132220
13078450,34019984,-117862653,34636,3101,96522,239118
13078788,34020742,-117854740,34636,3101,96522,324228
13078911,34019621,-117846989,34636,3101,96522,94190
13079126,34020079,-117853804,34636,3101,96522,94413
13079530,34018285,-117853795,34636,3101,96522,603325
13079630,34021271,-117842920,34636,3101,96522,500872
13080076,34012671,-117870094,14542,3101,96525,542000
13080298,34011185,-117866352,34636,3101,96522,500554
13080382,34007848,-117864793,34636,3101,96522,449220
13080846,34014985,-117867480,34636,3101,96525,216108
13080892,34018197,-117865050,34636,3101,96522,134929
13080992,34015471,-117864355,34636,3101,96522,82949
13081591,34009345,-117873174,34636,3101,96525,271663
13081714,34006032,-117875248,14542,3101,96525,83282
13082313,34005378,-117885665,14542,3101,96525,439611
13082833,34009381,-117891898,118217,3101,96488,236281
13082979,34012798,-117896275,118217,3101,96488,189267
13083102,34011967,-117889737,118217,3101,96488,205913
13083202,34004197,-117891483,118217,3101,96488,366241
13083371,34012007,-117899726,118217,3101,96488,209670
13083394,34012423,-117901349,118217,3101,96488,218555
13083814,34008040,-117898208,118217,3101,96488,41326
13083837,34010120,-117897087,118217,3101,96488,164255
13084305,34017642,-117912620,118217,3101,96488,173802
13084428,34015258,-117911906,118217,3101,96488,247031
13084551,34010756,-117909473,118217,3101,96488,146498
13084651,34009006,-117911192,118217,3101,96488,299000
13084950,34017196,-117918011,118217,3101,96488,163040
13085173,34020720,-117914485,118217,3101,96488,289478
13085273,34015690,-117916072,118217,3101,96488,34831
13085894,34025559,-117907444,14542,3101,96525,283176
13085917,34023616,-117906277,14542,3101,96525,125608
13086063,34024543,-117901302,14542,3101,96525,135274
13086109,34022889,-117900596,14542,3101,96525,145253
13086232,34026410,-117896979,14542,3101,96525,131294
13086754,34021345,-117894897,14542,3101,96525,288363
13086823,34020963,-117900138,14542,3101,96525,565500
13087130,34017889,-117908646,14542,3101,96525,288837
13087483,34017072,-117902743,14542,3101,96525,307920
13087506,34015527,-117905912,14542,3101,96525,184941
13087698,34014629,-117898512,14542,3101,96525,111647
13088043,34017619,-117892119,14542,3101,96525,459700
13088066,34017869,-117890470,14542,3101,96525,270654
13088342,34014448,-117887325,14542,3101,96525,563861
13088394,34013966,-117892326,14542,3101,96525,268014
13088501,34011720,-117883020,14542,3101,96525,203793
13088601,34012716,-117880091,14542,3101,96525,333797
13088947,34016373,-117876085,34636,3101,96522,569148
13089047,34021889,-117872498,34636,3101,96522,466092
13089147,34018225,-117870596,34636,3101,96522,134515
13089785,34021911,-117880153,34636,3101,96522,894206
13090008,34025614,-117874188,34636,3101,96522,679315
13090231,34012101,-117881806,14542,3101,96525,175356
13090473,34030355,-117907981,14542,3101,96525,840852
13090957,34027970,-117896337,14542,3101,96525,234778
13091721,34027578,-117886423,34636,3101,96522,480233
13092940,34044549,-117915257,14542,3101,96525,302640
13093178,34050045,-117908453,14542,3101,96524,330000
13093278,34049499,-117910480,14542,3101,96524,340000
13093378,34045774,-117910971,14542,3101,96524,264868
13093501,34047348,-117909436,14542,3101,96524,191095
13093716,34048976,-117928051,14542,3101,96523,376193
13093793,34045188,-117922937,118694,3101,96488,345000
13093862,34046525,-117923723,118694,3101,96488,108572
13093962,34045961,-117925004,118694,3101,96488,270096
13094008,34045234,-117928517,118694,3101,96488,204518
13094138,34047506,-117931421,118694,3101,96488,220456
13094238,34042496,-117930735,118694,3101,96488,126027
13094307,34040078,-117930882,118694,3101,96488,241980
13094653,34042561,-117928641,118694,3101,96488,219182
13094911,34040342,-117923085,14542,3101,96525,308033
13095011,34037259,-117924187,14542,3101,96525,353584
13095080,34037396,-117923651,14542,3101,96525,372292
13095203,34039154,-117921663,14542,3101,96525,299718
13095326,34036225,-117917128,14542,3101,96525,115083
13095449,34037925,-117917638,14542,3101,96525,158812
13095549,34039515,-117916458,14542,3101,96525,235700
13096193,34034944,-117933205,118694,3101,96488,120944
13096316,34033724,-117930134,118694,3101,96488,60504
13096439,34034803,-117926156,118694,3101,96488,185985
13097199,34001041,-117851115,24384,3101,96522,390015
13097299,34000740,-117848140,24384,3101,96522,502000
13097899,33991993,-117894793,22827,3101,96492,465000
13098801,33993482,-117875701,22827,3101,96492,289662
13098924,33991406,-117874059,22827,3101,96492,472135
13099024,33987941,-117873450,22827,3101,96492,173950
13099484,33994381,-117857686,24384,3101,96522,510000
13099607,33996877,-117855326,24384,3101,96522,207016
13099676,33997563,-117839559,24384,3101,96522,142237
13099745,33998882,-117842264,24384,3101,96522,101132
13100558,33992707,-117844138,24384,3101,96505,679592
13100581,33991179,-117842810,24384,3101,96505,998845
13100642,33983300,-117866000,22827,3101,96522,152032
13101332,33984090,-117847625,24384,3101,96522,573629
13101432,33986875,-117849514,24384,3101,96522,379973
13101570,33976459,-117853069,24384,3101,96522,307828
13101670,33977237,-117846058,24384,3101,96505,149636
13101985,33977004,-117850318,24384,3101,96522,463950
13834541,33760987,-117895185,47568,1286,97006,319801
13834564,33760528,-117894091,47568,1286,97006,207382
13834786,33767907,-117888521,47568,1286,97006,248101
13834955,33763897,-117888987,47568,1286,97006,368859
13835101,33767738,-117881804,47568,1286,97006,205076
13835562,33769702,-117876016,47568,1286,97006,675000
13835831,33766145,-117890391,47568,1286,97006,55834
13835977,33772390,-117884843,47568,1286,97006,69399
13836192,33770314,-117873752,47568,1286,97006,576517
13836215,33770087,-117872382,47568,1286,97006,55302
13836238,33768143,-117873883,47568,1286,97006,316768
13836781,33761985,-117867708,47568,1286,97006,43312
13836992,33777960,-117880569,47568,1286,97006,219415
13837136,33776481,-117881095,47568,1286,97006,278998
13837465,33768931,-117863792,47568,1286,97006,376236
13837488,33768422,-117859763,47568,1286,97006,345561
13838198,33764327,-117857893,47568,1286,97006,327366
13838244,33757633,-117897910,47568,1286,97006,450000
13838313,33759201,-117893240,47568,1286,97006,178750
13838588,33756283,-117898719,47568,1286,97006,282425
13838803,33752198,-117897836,47568,1286,97003,81275
13838864,33758727,-117870777,47568,1286,97006,281767
13839331,33746779,-117887022,47568,1286,97003,327572
13839392,33745973,-117885317,47568,1286,97003,266500
13839598,33744188,-117890733,47568,1286,97003,217168
13839713,33749596,-117895135,47568,1286,97003,143978
13839759,33742810,-117885115,47568,1286,97003,89979
13839782,33742399,-117887188,47568,1286,97003,117446
13840011,33750196,-117898486,47568,1286,97003,42030
13840252,33745989,-117879479,47568,1286,97003,275256
13840305,33744762,-117876660,47568,1286,97003,292790
13840343,33741585,-117873782,47568,1286,97001,154906
13840695,33742375,-117875829,47568,1286,97003,127510
13841079,33739372,-117895504,47568,1286,97003,432900
13841225,33740414,-117894193,47568,1286,97003,257153
13841440,33739985,-117875228,47568,1286,97003,307578
13842067,33736093,-117875333,47568,1286,97003,181273
13842374,33735139,-117881381,47568,1286,97003,394002
13842658,33738278,-117899342,47568,1286,97004,293769
13842696,33738047,-117865144,47568,1286,97001,291095
13843071,33737154,-117862053,47568,1286,97001,250824
