zpid,rooms,units,airconditiontype,heatsystemtype,buildingquality,pools
11970692,0,1,,2,4,1
11970913,0,1,,2,7,
11971210,0,1,1,2,4,
11971929,0,1,,7,7,
11972013,0,1,,7,7,1
11972059,0,2,,,7,
11972151,0,1,,7,7,
11972412,0,2,,,7,
11972527,0,2,,,,
11972603,0,1,,7,7,
11972794,0,2,1,,7,
11973207,0,1,,7,7,
11973452,0,1,1,2,4,
11973505,0,1,,2,7,
11973612,0,1,1,2,7,
11973850,0,1,,7,7,
11974034,0,1,,7,7,
11974508,0,2,,,7,
11974623,0,1,,7,7,
11974890,0,1,,7,7,
11974966,0,1,,2,7,
11975012,0,2,,,7,
11975119,0,1,,7,7,
11975394,0,1,,2,4,
11975785,0,1,,7,7,
11975831,0,1,,7,7,
11975992,0,2,,,7,
11976267,0,1,,7,7,
11976504,0,1,,7,7,
11976626,0,1,,7,7,
11976649,0,1,1,2,7,
11976718,0,,,7,7,
11976963,0,1,,7,7,
11977055,0,1,,7,7,
11977147,0,1,,2,7,
11977445,0,1,,7,7,
11977468,0,1,,7,7,
11977643,0,1,,7,7,
11977689,0,1,,7,7,
11977735,0,1,,7,7,
11978401,0,1,,7,7,1
11978791,0,1,,7,7,
11979400,0,3,,,7,
11979446,0,2,,,,
11979584,0,1,,7,7,
11979622,0,,,7,,1
11981617,0,1,1,2,1,1
11983170,0,1,1,2,4,1
11983346,0,1,,2,4,
11983584,0,1,,2,10,1
11983876,0,1,,2,4,
11984478,0,1,,2,4,
11985047,0,1,,2,4,
11985369,0,1,,2,7,
11985438,0,1,,2,7,
11986396,0,1,,2,4,
11987225,0,1,,2,4,
11987340,0,1,,2,4,
11987967,0,1,,2,1,1
11988113,0,2,,,4,
11988143,0,4,,,7,
11988441,0,1,,7,7,
11988756,0,1,,2,4,
11988817,0,1,,2,7,
11988901,0,2,,,7,
11989031,0,1,1,2,10,1
11989737,0,2,,,4,
11990489,0,1,,7,7,
11990611,0,,,,,
11990664,0,1,,2,7,
11991173,0,4,,,7,
11991211,0,2,,,7,
11991369,0,4,,,7,
11991550,0,4,,,7,
11991693,0,1,,7,7,
11992267,0,2,,,7,
11992373,0,2,,,7,
11992577,0,2,,,7,
11993169,0,1,1,2,1,
11993593,0,1,,7,7,
11993829,0,1,1,2,4,1
11994217,0,1,,7,7,
11994408,0,1,1,2,4,
11994576,0,1,,7,7,
11994759,0,1,,7,7,
11994859,0,1,,7,7,
11994959,0,1,,7,7,
11995265,0,2,,,7,
11995593,0,1,,2,4,
11995816,0,1,,2,4,1
11996054,0,2,,,7,
11996517,0,1,,2,1,1
11996686,0,1,,7,7,
11997083,0,1,,7,7,
11997312,0,1,1,2,4,
11997350,0,1,,7,7,
11997587,0,1,,2,7,
11997710,0,2,,,7,
11997824,0,1,1,2,10,
11998160,0,1,,7,7,
11998729,0,4,,,7,
11999212,0,1,,7,4,
11999312,0,1,,7,4,
12000126,0,1,1,2,1,1
12000552,0,1,1,2,4,1
12000872,0,1,1,2,1,
12001024,0,2,,,4,
12001342,0,1,,7,7,
12001548,0,1,1,2,4,1
12002408,0,2,,,7,
12002612,0,1,,7,7,
12003665,0,1,,7,7,
12003703,0,1,,7,7,
12003726,0,1,,7,7,
12004333,0,1,1,2,7,
12004401,0,1,,,7,
12004619,0,1,,7,7,
12005492,0,1,,7,7,
12006066,0,1,,7,7,
12006670,0,1,,7,7,
12007240,0,2,,,7,
12008621,0,4,,,7,
12009907,0,1,,7,7,
12010058,0,2,,,7,
12010267,0,1,,7,7,
12013468,0,1,1,2,4,
12013513,0,1,,7,7,
12013597,0,1,,7,7,
12013750,0,1,,2,10,1
12013918,0,1,1,2,4,1
12014018,0,1,1,2,4,1
12014163,0,1,1,2,10,
12014293,0,1,1,2,7,
12014316,0,1,1,2,4,1
12014430,0,2,,,7,
12014848,0,1,1,2,4,
12015903,0,1,1,2,4,1
12016003,0,1,1,2,4,1
12016110,0,1,,2,4,
12016599,0,1,1,2,4,
12016836,0,2,,,4,
12016882,0,1,1,2,4,
12016905,0,1,,7,7,
12017186,0,1,1,2,4,
12018084,0,1,1,2,1,
12018260,0,1,1,2,4,1
12018413,0,1,1,2,4,
12018474,0,1,1,2,1,
12018742,0,1,1,2,4,1
12018834,0,1,,2,4,
12018956,0,1,1,2,1,1
12019033,0,1,1,2,4,1
12019248,0,1,1,2,1,
12019332,0,1,1,2,10,1
12019477,0,1,1,2,1,
12019576,0,1,1,2,1,1
12019834,0,1,1,2,10,
12019925,0,1,,7,4,1
12020077,0,1,1,2,4,
12020805,0,1,1,2,10,
12021792,0,1,1,2,1,1
12021815,0,1,,2,10,1
12021838,0,1,1,2,1,1
12021861,0,1,,2,4,1
12021884,0,1,1,2,1,
12022410,0,1,1,2,10,1
12022770,0,3,,,7,
12022983,0,1,,2,4,
12023270,0,1,,7,7,
12023308,0,1,,2,7,
12023429,0,1,,7,4,1
12024496,0,1,,2,1,
12025127,0,1,,7,7,
12025797,0,1,1,2,10,
12025889,0,1,,2,7,
12025935,0,1,1,2,4,
12026157,0,,,,,
12026249,0,1,1,2,4,
12026746,0,1,,2,4,1
12026769,0,1,,2,1,1
12026792,0,1,,2,4,
12026876,0,1,,2,4,1
12027236,0,1,1,2,4,
12027479,0,1,,2,4,
12027632,0,1,,2,4,
12028325,0,1,,,4,
12028425,0,1,1,2,4,
12028616,0,1,1,2,4,
12029028,0,1,,2,4,
12029494,0,1,1,2,7,
12029569,0,1,1,2,4,
12030103,0,1,1,2,4,
12030325,0,1,1,2,7,
12030394,0,1,,7,7,
12030844,0,1,,7,7,
12030981,0,1,1,2,4,
12031740,0,1,,2,4,
12032310,0,2,,,7,
12032867,0,1,1,2,4,1
12033004,0,1,1,2,4,1
12033483,0,1,1,2,4,
12033529,0,1,,2,4,
12033643,0,1,,2,4,1
12033681,0,2,,,7,
12033986,0,1,,2,4,
12034024,0,1,,7,7,
12034116,0,1,,2,4,
12034990,0,1,,2,1,1
12035128,0,1,,2,10,
12035228,0,1,,2,10,
12035397,0,1,,2,4,
12035612,0,1,,2,4,
12035704,0,1,1,2,4,1
12036071,0,1,,7,7,
12036655,0,1,,7,7,
12037042,0,1,,7,7,
12037141,0,1,,7,7,
12037331,0,1,1,2,4,
12037592,0,1,,2,7,
12037684,0,2,,,7,
12037807,0,1,1,2,7,
12037914,0,2,,,7,
12038113,0,1,,2,1,1
12038136,0,1,1,2,1,1
12038159,0,1,1,2,1,
12038205,0,1,,2,4,
12039323,0,1,1,2,4,
12039422,0,1,,7,7,
12039445,0,3,,,,
12039998,0,1,,2,4,1
12040098,0,1,,2,4,
12040413,0,1,1,2,4,
12040926,0,1,,7,7,
12041087,0,1,,7,7,
12041187,0,1,,2,7,
12041409,0,1,,7,7,
12042023,0,1,,2,7,
12042146,0,1,,7,7,
12042207,0,1,,7,7,
12042429,0,1,,7,7,
12042552,0,1,,7,7,
12043047,0,1,,2,7,
12043338,0,3,,,7,
12043530,0,1,,7,7,
12043798,0,1,,2,4,
12044136,0,1,,2,7,
12044303,0,1,1,2,4,
12044609,0,1,1,2,4,
12044769,0,1,,7,7,
12045305,0,1,1,2,7,1
12045351,0,1,1,2,7,
12045458,0,1,1,2,4,
12045845,0,1,,7,7,
12045960,0,1,,7,7,
12046083,0,1,,7,7,
12046725,0,1,1,2,4,
12046955,0,1,,2,7,1
12047039,0,1,,2,4,
12047138,0,1,1,2,4,1
12047238,0,1,1,2,1,
12047361,0,1,,2,7,1
12047384,0,1,,2,4,
12047591,0,1,1,2,4,
12047829,0,1,,2,4,
12047952,0,1,,2,4,
12048921,0,1,1,2,4,1
12049151,0,1,1,2,7,1
12049174,0,1,1,2,7,
12049426,0,1,1,2,4,1
12049472,0,1,1,2,4,
12049717,0,1,1,2,4,
12050146,0,1,,2,7,
12050192,0,1,1,2,7,
12050438,0,1,,2,7,
12050561,0,1,,2,7,
12050730,0,1,,2,7,
12050930,0,1,,7,7,
12051153,0,1,1,2,7,
12051973,0,1,1,2,4,
12052096,0,1,1,2,4,
12052196,0,1,1,2,4,
12052442,0,1,1,2,7,
12052542,0,1,,7,7,
12052749,0,1,,7,7,1
12053115,0,4,,,7,
12053478,0,4,,,7,
12054491,0,1,1,2,7,
12054765,0,1,1,2,4,
12054788,0,1,1,2,7,
12056011,0,1,,2,4,
12056157,0,1,,7,7,
12056257,0,1,1,2,4,
12056549,0,1,,7,7,
12056710,0,1,,7,7,
12056840,0,1,,7,7,
12056924,0,1,,7,7,
12057070,0,1,,2,7,
12057170,0,1,1,2,7,
12057316,0,1,1,2,4,
12057416,0,1,,7,7,
12057462,0,1,,2,4,1
12057508,0,1,,7,4,1
12057876,0,1,1,2,10,1
12058309,0,1,1,2,1,1
12058332,0,1,,2,4,
12058623,0,1,1,2,4,
12058852,0,1,1,2,4,
12059190,0,1,1,2,4,
12059305,0,1,1,2,4,1
12059405,0,1,1,2,4,1
12059620,0,1,,7,7,
12060063,0,1,,7,7,
12060621,0,1,,7,7,
12060644,0,1,,7,4,
12061290,0,1,,7,7,
12061579,0,1,,7,7,
12062444,0,1,1,2,4,
12062680,0,1,1,2,7,
12062703,0,1,1,2,7,
12063707,0,2,,,7,
12063913,0,1,1,2,4,
12064578,0,1,,7,7,
12064992,0,1,1,2,7,
12065642,0,1,,7,7,
12065657,0,1,1,2,4,
12066168,0,3,,,7,
12066237,0,1,1,2,7,1
12066337,0,1,1,2,4,
12066490,0,1,,7,7,
12067086,0,1,1,2,4,1
12067269,0,1,1,2,4,
12067361,0,1,1,2,4,
12067399,0,1,1,2,4,1
12067499,0,1,1,2,4,
12067636,0,1,,2,7,
12067728,0,1,,7,7,
12067843,0,1,1,2,7,1
12067979,0,1,1,2,4,
12068002,0,1,1,2,7,
12068055,0,4,1,,,
12068207,0,1,1,2,,1
12068563,0,2,,,7,
12069205,0,1,,,7,
12069540,0,3,,,,
12069785,0,1,,2,1,
12070244,0,1,1,2,4,
12070450,0,1,1,2,,1
12071723,0,1,,2,4,
12072014,0,1,1,2,4,
12072405,0,1,1,2,4,
12072712,0,1,,2,4,
12073073,0,1,1,2,4,
12073165,0,1,1,2,1,1
12073188,0,1,1,2,1,1
12073726,0,1,1,2,4,
12074124,0,1,,2,4,1
12074438,0,1,1,2,4,1
12075271,0,1,1,2,4,
12075523,0,1,1,2,4,
12075592,0,1,1,2,1,
12075684,0,1,1,2,4,1
12075853,0,1,1,2,4,
12075976,0,1,1,2,4,
12076328,0,1,,2,4,1
12076687,0,1,,2,4,
12076960,0,1,,2,4,
12076983,0,1,1,2,4,1
12077359,0,1,,2,4,
12077382,0,1,,2,4,
12077589,0,1,,2,4,
12077925,0,1,,7,7,
12078069,0,1,,2,7,
12078237,0,1,1,2,4,
12078579,0,1,1,2,1,
12078878,0,1,1,2,4,
12079000,0,1,1,2,4,
12079130,0,1,1,2,4,
12079406,0,3,,,7,
12079841,0,1,1,2,4,
12079887,0,1,1,2,4,
12080786,0,1,,2,7,
12080878,0,1,,7,7,
12081284,0,1,1,2,7,
12082436,0,1,1,2,4,
12082573,0,1,,7,7,
12082878,0,1,1,2,4,
12082916,0,1,,7,7,
12083387,0,1,1,2,4,1
12084499,0,1,,7,7,
12085126,0,1,1,2,4,
12085149,0,1,1,2,4,
12085195,0,1,,7,7,
12085850,0,1,1,2,7,
12085888,0,4,,,7,
12086192,0,1,,2,4,
12086322,0,1,,2,7,
12086345,0,1,,7,7,
12086467,0,1,,7,7,
12086612,0,1,1,2,4,
12086658,0,1,,7,7,
12086696,0,1,1,2,4,1
12087126,0,1,,2,4,
12087455,0,1,1,2,4,1
12087555,0,1,1,2,4,
12087793,0,1,,2,4,
12087962,0,1,,7,7,
12087985,0,1,,7,7,
12088491,0,1,,7,7,
12088659,0,1,,7,7,
12089383,0,1,,7,7,
12090046,0,2,,,7,
12090215,0,1,,7,7,
12090467,0,1,,7,7,
12090620,0,1,,7,7,
12090812,0,1,,7,7,
12091026,0,1,,2,7,1
12091371,0,1,,7,7,
12091883,0,1,,7,7,
12091974,0,1,,7,7,
12092141,0,1,1,2,4,1
12092596,0,2,,,7,
12093027,0,1,1,2,4,1
12093096,0,1,,2,4,
12093334,0,1,,7,7,
12093457,0,1,,7,7,
12093580,0,1,1,2,7,
12093649,0,1,,2,4,1
12093963,0,1,,2,7,1
12094063,0,1,,2,4,1
12094109,0,1,1,2,4,1
12094285,0,1,,2,4,
12094546,0,1,1,2,1,1
12094880,0,1,,2,4,1
12095185,0,1,,2,4,1
12095490,0,1,,2,7,1
12095720,0,1,,2,7,
12095820,0,1,1,2,7,1
12096189,0,1,1,2,7,
12096411,0,1,1,2,4,1
12097454,0,1,1,2,4,
12097996,0,1,1,2,4,
12098087,0,1,1,2,4,
12098210,0,1,1,2,7,
12098954,0,1,,2,4,
12099536,0,1,,2,7,
12099559,0,1,1,2,7,1
12099651,0,1,1,2,4,
12100002,0,1,1,2,4,1
12100200,0,1,1,2,4,1
12101375,0,1,1,2,7,
12102421,0,1,,7,7,
12102906,0,1,1,2,7,1
12103362,0,1,,7,7,1
12103462,0,1,,7,7,1
12104085,0,1,,2,4,
12104578,0,4,,,7,
12104662,0,1,,2,7,
12104830,0,1,1,2,7,
12105036,0,1,,7,7,
12105371,0,1,1,2,4,
12105416,0,1,,7,7,
12105798,0,2,1,,7,
12105966,0,1,1,2,7,
12106234,0,1,1,2,4,1
12106668,0,1,,7,7,
12106936,0,1,,7,7,
12106982,0,1,1,2,7,
12107319,0,1,,7,7,1
12107488,0,1,1,2,7,
12107870,0,1,,2,7,
12107993,0,1,,2,7,
12108085,0,1,,7,7,
12108451,0,1,,7,7,
12109267,0,3,,,7,
12109518,0,1,1,2,7,
12109594,0,1,1,2,4,
12109663,0,1,1,2,4,1
12110160,0,1,1,2,4,
12110183,0,1,1,2,4,
12110471,0,1,1,2,4,1
12110563,0,1,1,2,4,
12110655,0,1,1,2,4,
12111458,0,1,1,2,4,1
12111708,0,1,,7,7,
12111754,0,1,1,2,4,
12111953,0,1,1,2,4,
12112576,0,1,1,2,4,
12112668,0,1,,2,4,
12112873,0,1,,2,7,
12112979,0,1,,,7,
12113374,0,1,1,2,4,
12113535,0,1,1,2,7,1
12114529,0,2,,,7,
12114674,0,1,,7,7,
12114743,0,2,,,,
12114881,0,1,,7,7,
12115134,0,4,,,,
12115157,0,1,1,2,4,
12115954,0,1,,2,7,
12115977,0,1,1,2,7,
12116069,0,1,,2,7,
12116629,0,1,,2,7,
12116782,0,1,,2,7,
12116974,0,1,,2,4,
12117051,0,1,,7,7,
12117220,0,1,,2,7,
12117320,0,1,1,2,7,
12117489,0,1,,2,7,
12117635,0,1,,7,7,
12118004,0,1,,2,4,
12118455,0,1,,2,7,
12118555,0,1,,2,7,
12118731,0,1,,7,7,
12118877,0,1,,7,7,
12119225,0,1,,7,7,
12120014,0,4,1,,4,
12120083,0,1,,2,4,
12121039,0,1,,7,7,
12121392,0,1,,2,4,1
12121553,0,1,,7,7,
12121676,0,1,,2,7,
12122060,0,1,,2,7,
12122252,0,1,,7,7,1
12122398,0,1,,7,7,
12122498,0,1,1,2,1,
12122521,0,1,,7,7,
12122971,0,1,,7,7,
12123361,0,1,1,2,4,
12123475,0,1,1,2,7,1
12123621,0,1,,7,7,
12123690,0,1,,7,7,
12123790,0,1,1,2,7,
12123982,0,1,,,7,
12124216,0,1,1,2,7,
12124331,0,1,,7,7,
12124491,0,1,,7,7,1
12124614,0,1,,7,7,
12124714,0,1,,2,4,1
12124975,0,1,,2,7,1
12125249,0,1,,7,7,
12125272,0,1,,7,7,
12125952,0,1,,2,7,1
12126075,0,1,,2,4,1
12126175,0,1,1,2,4,
12126275,0,1,,2,7,
12126795,0,1,,2,7,
12127148,0,1,,2,4,
12127232,0,1,1,2,4,1
12127355,0,1,,7,7,
12127478,0,1,,7,7,
12127578,0,1,,7,7,
12127701,0,1,1,2,4,
12127777,0,1,,2,4,1
12128073,0,1,,2,4,1
12128219,0,1,,2,4,1
12128564,0,1,1,2,7,
12128648,0,2,,,7,
12129343,0,1,,7,7,
12129588,0,1,,2,7,
12129855,0,1,,2,4,
12129955,0,1,,2,1,1
12130201,0,1,,2,4,
12130301,0,1,,2,4,
12130662,0,1,1,2,4,
12130831,0,1,,2,7,1
12131069,0,1,,7,7,
12131092,0,2,,,7,
12131115,0,2,,,7,
12131322,0,1,1,2,4,
12131444,0,1,,7,7,
12131891,0,1,,7,7,
12131991,0,1,,2,4,
12132367,0,1,1,2,12,
12132466,0,1,1,2,7,1
12132551,0,1,1,2,4,
12132574,0,3,,,,
12132818,0,1,,7,7,
12133140,0,1,,2,7,
12133469,0,1,,2,10,1
12133538,0,1,,2,1,
12134490,0,1,1,2,4,
12134849,0,1,1,2,4,
12134872,0,1,,7,7,
12135047,0,1,,7,7,
12135199,0,1,,7,7,
12135299,0,1,,7,7,
12135399,0,1,1,2,4,
12136235,0,1,1,2,4,
12136594,0,1,1,2,7,1
12136694,0,1,,7,7,
12137029,0,1,1,2,4,
12137129,0,1,,2,4,
12137229,0,1,1,2,4,
12137329,0,1,1,2,4,1
12137429,0,1,1,2,7,1
12137644,0,1,,2,7,
12137744,0,1,1,2,4,
12138234,0,1,1,2,4,
12138303,0,1,1,2,4,
12138410,0,1,1,2,4,1
12138852,0,1,1,2,4,
12138898,0,1,1,2,4,1
12138998,0,1,1,2,4,
12139044,0,1,1,2,4,
12139159,0,1,1,2,4,
12139676,0,1,1,2,4,
12139753,0,1,1,2,4,
12139875,0,1,1,2,4,
12140611,0,1,1,2,4,1
12141116,0,1,,2,4,
12141185,0,1,,2,4,
12141453,0,1,,2,4,
12141522,0,2,,,7,
12141668,0,1,1,2,4,
12141829,0,1,,2,4,
12142436,0,1,1,2,4,
12142474,0,1,1,2,4,
12142611,0,1,1,2,4,
12142641,0,1,1,2,4,
12143720,0,1,1,2,7,1
12143743,0,1,1,2,4,1
12144019,0,1,1,2,4,1
12144242,0,1,1,2,4,1
12144265,0,1,1,2,10,1
12144557,0,1,,2,7,
12144657,0,1,1,2,4,1
12144826,0,3,1,,4,1
12144926,0,1,,7,4,
12145049,0,1,1,2,10,1
12145287,0,1,,2,7,
12145409,0,1,1,2,7,
12145479,0,1,1,2,10,1
12145647,0,1,1,2,10,
12146307,0,1,1,2,4,
12146530,0,1,1,2,7,1
12146630,0,1,,2,7,
12147052,0,1,,7,7,
12147075,0,1,,7,7,
12147259,0,1,,7,7,
12147359,0,1,1,2,7,1
12147727,0,1,,2,7,
12148063,0,2,,,7,
12148178,0,1,,2,7,
12148883,0,1,,7,7,
12149006,0,1,,7,7,
12149098,0,1,1,2,4,1
12149319,0,1,,7,7,
12149365,0,1,,7,7,
12149441,0,1,1,2,1,
12149487,0,1,,2,4,1
12149656,0,1,,2,4,1
12149801,0,1,1,2,4,
12150093,0,1,,2,4,
12150208,0,1,,2,4,1
12150231,0,1,1,2,4,
12150331,0,1,1,2,7,
12150377,0,1,1,2,7,
12150638,0,1,,2,7,1
12150661,0,1,,20,4,1
12150753,0,1,1,2,4,1
12151315,0,1,1,2,4,
12151361,0,1,,7,7,
12151718,0,2,,,7,
12152017,0,1,,2,4,1
12152201,0,1,1,2,4,1
12152300,0,1,1,2,4,
12152369,0,1,1,2,4,
12152552,0,1,1,2,4,
12153608,0,1,1,2,7,1
12153631,0,1,,2,7,
12153853,0,1,,7,7,1
12154182,0,1,1,2,4,1
12154902,0,1,,2,4,
12155316,0,1,1,2,1,1
12155408,0,1,,2,4,1
12155507,0,1,1,2,4,
12155937,0,1,,2,4,
12156113,0,1,1,2,4,1
12156136,0,1,1,2,10,1
12156328,0,1,1,2,4,
12156619,0,1,,2,7,
12156888,0,1,1,2,4,
12157034,0,1,,2,7,
12157248,0,1,1,2,1,1
12157890,0,1,,2,7,
12157982,0,1,,7,7,
12158151,0,1,,7,7,
12158909,0,2,1,,7,
12159223,0,1,,7,7,
12159391,0,2,,,7,
12159744,0,1,,7,7,
12159836,0,1,,7,7,
12159882,0,1,,7,7,
12159997,0,1,,2,7,
12160043,0,2,,,7,
12160066,0,1,,2,7,
12160419,0,1,,7,7,
12160488,0,1,1,2,7,
12160611,0,1,,7,7,
12161294,0,1,,,7,
12161469,0,1,,2,4,
12161860,0,1,,7,7,
12162006,0,1,,7,7,
12162390,0,2,1,,,
12162413,0,1,1,2,7,
12162513,0,1,,7,7,
12162613,0,1,,7,7,1
12162782,0,1,,7,7,
12162805,0,1,,2,7,
12163074,0,1,,2,4,1
12163174,0,1,,7,7,1
12163335,0,1,,7,7,
12163457,0,2,,,7,
12163809,0,1,,2,4,
12163993,0,1,1,2,7,
12164162,0,1,,7,7,
12164208,0,1,,7,7,
12164254,0,1,,7,7,
12164407,0,1,,7,7,
12164764,0,1,,7,7,
12165056,0,1,,7,7,
12165294,0,1,1,2,4,
12165447,0,1,,2,7,
12165808,0,1,,7,7,
12166306,0,1,,7,7,
12166398,0,1,,2,4,
12166567,0,1,1,2,7,
12166713,0,1,,7,7,
12166736,0,1,,2,7,
12167020,0,1,,2,4,1
12167342,0,1,,2,7,1
12167380,0,1,,7,7,
12167687,0,1,,2,7,
12167909,0,1,,2,4,
12168016,0,1,,2,7,
12168973,0,1,,2,7,
12169731,0,1,,2,4,
12170038,0,1,,2,7,
12170161,0,1,,7,7,
12170261,0,1,,2,7,
12170361,0,1,1,2,4,
12170384,0,1,,2,7,
12170468,0,1,1,2,4,
12170491,0,1,,7,7,
12170660,0,1,,2,7,
12170806,0,1,,7,7,1
12171021,0,2,,,7,
12171212,0,1,,7,7,1
12171548,0,1,,2,7,
12171709,0,1,,7,7,
12172047,0,1,1,2,7,
12172170,0,3,,,7,
12172775,0,1,,7,7,
12172943,0,1,,7,7,
12173073,0,1,1,2,7,
12174171,0,2,,,7,
12174791,0,1,,2,4,
12174829,0,1,,7,7,
12174951,0,1,1,2,4,
12175272,0,1,,2,4,
12176047,0,1,,2,7,
12176138,0,1,1,2,1,
12176577,0,1,1,2,1,1
12176646,0,1,,2,4,1
12176738,0,1,1,2,4,
12176982,0,1,,2,4,1
12177166,0,1,1,2,4,
12177189,0,1,1,2,4,1
12177304,0,1,,7,7,
12177327,0,1,,7,7,
12177565,0,1,,7,7,
12177703,0,1,,2,4,
12177964,0,1,,7,7,
12178186,0,1,1,2,7,
12178547,0,1,,7,7,
12178754,0,1,,2,4,
12179310,0,1,1,2,7,
12179379,0,1,,7,7,
12179647,0,1,1,2,4,1
12179693,0,1,,2,4,1
12179739,0,1,,2,4,
12180325,0,1,,7,7,
12180439,0,1,,7,7,
12180492,0,1,,7,7,
12180515,0,1,,7,7,
12180960,0,3,,,7,
12181396,0,1,,,7,
12181434,0,4,,,7,
12181580,0,4,,,7,
12181741,0,4,,,7,
12181802,0,1,,,7,
12181863,0,1,,7,7,
12181886,0,2,,,7,
12181909,0,1,,,7,
12181932,0,1,,2,7,
12182437,0,2,,,7,
12182659,0,1,,7,7,
12183095,0,4,,,7,
12183506,0,2,,,7,
12183605,0,1,,7,7,
12184903,0,2,,,7,
12185434,0,1,,7,7,
12185744,0,2,,,7,
12186133,0,1,,7,7,
12186459,0,2,,,7,
12187518,0,1,,7,7,
12188067,0,3,,,7,
12188487,0,2,,,7,
12188693,0,2,,,,
12188968,0,2,,,,
12189319,0,1,,7,7,
12189607,0,1,,,7,
12189622,0,1,,,7,
12189882,0,1,,,7,
12190226,0,1,,7,7,
12190425,0,1,,7,7,
12190448,0,1,,,7,
12190471,0,1,,7,7,
12190586,0,1,,7,7,
12190778,0,1,,7,7,
12190824,0,1,,7,7,
12190924,0,1,,7,7,
12191116,0,1,,7,7,
12191200,0,1,,,7,
12191407,0,1,,7,7,
12191545,0,1,,7,4,
12191706,0,1,,7,7,
12191990,0,1,,7,7,
12192380,0,1,,7,7,
12192480,0,1,,7,7,
12192787,0,1,,7,7,
12192994,0,1,,7,7,
12193109,0,1,,7,7,
12193124,0,1,,2,7,
12193215,0,1,1,2,7,
12193268,0,2,,,7,
12193337,0,1,1,2,7,
12193452,0,1,,7,7,
12193613,0,1,,7,7,
12193774,0,1,,7,7,
12194325,0,1,,7,7,
12194624,0,1,,7,7,
12194747,0,1,,7,7,
12195330,0,1,,7,7,
12195353,0,1,,,7,
12195376,0,1,,7,7,
12195399,0,1,,7,7,
12195689,0,3,,,7,
12195834,0,2,,,7,
12195872,0,2,,,7,
12196382,0,1,,7,7,
12196550,0,1,,7,7,
12196573,0,1,,7,7,
12196649,0,1,,7,7,
12196816,0,1,,7,7,
12197206,0,1,,7,7,
12197313,0,1,,7,7,
12197633,0,4,,,7,
12197863,0,2,,,7,
12198170,0,3,,,7,
12198239,0,1,,7,7,
12198583,0,2,,,7,
12199317,0,2,,,7,
12199577,0,1,,7,7,
12199661,0,4,,,7,
12199926,0,1,,7,7,
12200293,0,2,,,,
12200804,0,1,,7,7,
12201011,0,1,,7,7,
12201186,0,2,,,7,
12201308,0,2,,,,
12201652,0,2,,,7,
12202026,0,1,,,7,
12202095,0,2,,,7,
12202233,0,4,,,7,
12203121,0,1,,7,7,
12203465,0,1,,2,7,
12203633,0,1,,7,7,
12204021,0,1,,7,7,
12204059,0,2,1,,7,
12204395,0,2,,,7,
12205086,0,2,,,,
12205124,0,3,,,7,
12205542,0,2,,,7,
12205665,0,1,,7,4,
12205888,0,2,,,7,
12205980,0,1,,,7,
12206080,0,1,,7,7,
12206180,0,1,,7,7,
12206462,0,2,,,7,
12206646,0,2,,,4,
12206738,0,1,,7,7,
12206784,0,4,,,7,
12206945,0,1,,7,7,
12207128,0,1,,7,7,
12207228,0,1,,7,7,
12207343,0,1,,7,7,
12207443,0,1,,7,7,
12207704,0,1,,7,7,1
12207842,0,1,,7,7,
12207910,0,1,,7,7,
12208186,0,1,,7,7,
12208247,0,4,,,7,
12208507,0,1,,7,7,
12208607,0,1,,7,7,
12209052,0,1,,7,7,
12209121,0,1,,7,7,
12209213,0,1,,7,7,
12209548,0,1,,7,7,
12209983,0,1,,7,7,
12210075,0,2,,,7,
12210396,0,3,,,7,
12210419,0,2,,,7,
12210442,0,1,,,7,
12210617,0,1,,,7,
12210716,0,1,,7,7,
12211058,0,2,,,7,
12212217,0,1,,7,7,
12212576,0,1,,7,7,
12212645,0,1,,7,7,
12213036,0,2,,,7,
12213487,0,1,,7,7,
12213610,0,2,,,7,
12213893,0,1,,7,7,
12214008,0,1,,7,7,
12214138,0,1,,2,7,
12214161,0,1,,,7,
12214222,0,2,,,7,
12214938,0,2,,,,
12214961,0,1,,7,7,
12215226,0,1,,2,7,
12215737,0,1,,7,7,
12216187,0,1,,7,7,
12216637,0,3,,,7,
12216965,0,1,,7,7,
12217034,0,1,,7,7,
12217332,0,1,,7,7,
12217355,0,1,,7,7,
12218371,0,1,,7,7,
12218632,0,1,,7,7,
12218893,0,1,,7,7,
12219177,0,1,,7,7,
12219277,0,1,,7,7,
12219377,0,1,,7,7,
12219423,0,1,,7,7,
12219569,0,1,,7,7,
12219684,0,1,,7,7,
12219783,0,1,,7,7,
12220387,0,2,,,7,
12220494,0,2,,,7,
12220884,0,1,,7,7,
12221159,0,2,,,7,
12221258,0,4,,,,
12221441,0,1,,7,7,
12221609,0,1,1,2,7,
12221655,0,1,,7,7,
12221777,0,2,,,7,
12222091,0,1,,,7,
12222459,0,1,,,7,
12222657,0,1,,2,4,
12222757,0,1,,7,7,
12222857,0,1,,7,7,
12223148,0,1,,7,7,
12223194,0,1,,7,7,
12224087,0,1,,,7,
12224133,0,,,7,,
12224240,0,1,,7,7,
12224463,0,1,,7,7,
12224655,0,1,,7,7,
12224755,0,1,,7,7,
12224824,0,2,,,7,
12224977,0,1,,7,7,
12225046,0,1,,7,7,
12225146,0,2,,,7,
12225453,0,1,1,2,7,
12225928,0,1,,7,7,
12225974,0,1,,7,7,
