zpid,bathrooms,bedrooms,fullbathrooms,finishedSqFt,lotsizeSqFt,latitude,longitude,yearbuilt,amount
11518068,2,2,2,873,20983,34016000,-118374000,1965,97666
11518321,2,2,2,900,80871,34019900,-118374000,1949,203648
11518639,1,2,1,954,4796,34029721,-118378515,1930,155720
11518746,2,3,2,1266,4796,34029684,-118379090,1939,71956
11518972,2,4,2,1662,5401,34026191,-118381909,1922,1019980
11519041,1,3,1,1158,5400,34024248,-118383517,1952,61961
11519110,2,3,2,1736,5529,34024323,-118385106,1922,211687
11519866,1,1,1,661,2044,34017387,-118395920,1926,395788
11520012,1,2,1,1054,6752,34017376,-118391858,1941,160637
11520334,4,6,4,2738,6754,34015028,-118392789,1964,965551
11520545,3,4,3,1892,6334,34018105,-118403723,1939,405715
11520590,1,2,1,686,5971,34015256,-118404683,1923,97993
11521131,3,4,3,2562,6636,34013383,-118403119,1985,463937
11521338,2,4,2,1446,6302,34009007,-118391827,1952,110160
11521361,2,3,2,1514,6496,34009877,-118391869,1952,110523
11521484,1,2,1,1204,5774,34015500,-118397296,1938,83592
11521507,3,4,3,2987,5775,34013769,-118396126,1939,513365
11521607,3,5,3,2093,6937,34012893,-118396393,1939,411167
11521630,1,2,1,1197,5777,34014951,-118398486,1940,83996
11521676,1,2,1,1212,5778,34013419,-118398246,1939,557808
11522243,2,4,2,1417,5002,34004662,-118393424,1944,753869
11522366,2,4,2,1915,5002,34004551,-118396002,1940,947552
11522512,2,3,2,1722,4964,34002644,-118395957,1939,905231
11522819,3,4,3,2421,5098,34008954,-118400995,1940,377125
11523011,2,2,2,1394,5292,34006873,-118405696,1926,250690
11523434,3,4,3,3040,7139,33979107,-118400765,1993,880476
11526258,3,3,3,1645,390062,33988600,-118435000,1975,132555
11526481,3,2,3,2199,538793,33985700,-118435000,1980,883969
11526581,2,2,2,1886,259474,33987603,-118435176,1981,661291
11526925,2,2,2,1021,4806,34008066,-118407990,1941,477356
11527040,2,2,2,1715,4952,34006850,-118408281,1949,562767
11528504,3,3,3,2072,4920,34002995,-118408385,1949,818661
11529330,1,3,1,1020,4990,33992636,-118397506,1952,372873
11529453,3,4,3,3040,5007,33994711,-118395990,1950,811912
11529682,3,3,3,1435,110713,33997753,-118398045,1964,96032
11529911,1,2,1,951,5702,33999550,-118414555,1950,546454
11530079,4,8,4,3220,5948,33999809,-118412496,1953,282666
11530332,1,2,1,596,2125,33996717,-118410330,1924,240104
11530446,2,3,2,1582,5421,33996055,-118414360,1955,248752
11530530,1,3,1,1566,4995,33992454,-118403428,1951,350391
11530691,1,3,1,1213,4800,33992825,-118412593,1952,85247
11530967,1,3,1,1038,7864,33988436,-118408579,1952,82362
11530990,2,3,2,1524,5004,33989904,-118407976,1946,306057
11531197,2,3,2,1348,4756,33985678,-118409638,1952,454790
11531806,2,2,2,966,49505,33993600,-118417000,1968,426000
11531959,1,2,1,936,4883,33988452,-118417842,1950,140628
11532028,1,2,1,923,5440,33992307,-118417076,1949,181669
11532051,3,4,3,1696,13096,33992412,-118416666,1950,1034773
11532074,1,3,1,1417,4984,33992347,-118413638,1951,276879
11532197,3,4,3,2096,5001,33984362,-118416593,1972,623185
11532343,3,4,3,2096,5002,33981993,-118418916,1971,218142
11532466,1,3,1,804,3049,33988132,-118415961,1953,55841
11532589,1,1,1,778,142789,33987100,-118414000,1970,170500
11532750,2,4,2,1876,5579,33983760,-118420538,1968,424253
11532988,1,2,1,960,5000,33988161,-118431461,1951,789000
11533210,2,3,2,1161,5627,33985671,-118426491,1951,141499
11533333,3,3,3,1758,8010,33988252,-118428656,1948,980997
11533433,1,3,1,1218,5249,33989158,-118425776,1955,76251
11533533,3,4,3,1602,5002,33986878,-118424033,1964,100319
11533656,2,5,2,1250,4999,33990911,-118425825,,994928
11533968,2,3,2,1932,66971,33979500,-118434000,1969,688486
11534068,2,2,2,1582,71645,33981300,-118433000,1968,678286
11534168,2,2,2,1763,66562,33981600,-118436000,1967,741000
11534861,2,1,2,1198,9930,33978200,-118463000,1969,304833
11535037,4,4,4,2160,2707,33977022,-118461633,1965,395606
11535243,3,2,3,1654,13172,33974202,-118461550,1971,288315
11535480,5,6,5,3588,4098,33989402,-118473025,1966,143367
11535676,2,2,2,1435,4980,33984300,-118471000,1983,799500
11535760,2,3,2,3231,2521,33981982,-118468250,1983,1021465
11535783,4,3,4,2339,2589,33981998,-118467917,1985,1562530
11536579,4,4,4,3649,5041,33983623,-118461444,1942,1396978
11536732,2,2,2,1703,2698,33986346,-118462710,2004,1431789
11536954,1,2,1,1256,3603,33985899,-118458762,1950,259345
11537077,1,2,1,1076,3977,33983971,-118460639,1942,1351472
11537146,3,3,3,2029,363737,33984700,-118460000,1986,789167
11537512,1,2,1,798,2863,33987428,-118454822,1953,105102
11537642,1,2,1,1127,5399,33987687,-118449719,1952,366267
11539789,2,3,2,1373,4944,33992319,-118433534,1951,515290
11541307,1,2,1,840,4999,33999775,-118423540,1950,656763
11542336,2,3,2,1704,8068,34001480,-118423133,1959,118883
11542723,1,3,1,1151,5964,34005166,-118416855,1945,668864
11542997,1,2,1,1068,5490,34014447,-118421934,1937,600933
11543066,3,4,3,2880,6793,34011539,-118423450,1952,942136
11543173,2,2,2,1722,9431,34010785,-118422968,1955,664491
11543219,2,3,2,1393,6001,34012031,-118425977,1952,648242
11544558,2,4,2,2384,7117,33998361,-118436608,1955,829684
11544634,3,2,3,1429,13953,33997900,-118436000,1982,607500
11544725,2,2,2,1145,5701,33996100,-118438000,1990,303401
11545472,3,3,3,1398,9460,33988600,-118455000,1980,639601
11546119,4,6,4,2370,5401,33988487,-118466951,1923,1056409
11546432,3,3,3,1572,4799,33995733,-118469770,1921,162428
11546608,1,1,1,880,5941,33996175,-118468126,1940,627061
11546845,2,4,2,1752,5514,33998395,-118461470,1919,1005548
11547256,1,2,1,884,5199,33992627,-118464659,1922,1764565
11547317,2,2,2,1202,4231,34000841,-118471355,1950,84263
11547478,1,3,1,1606,4198,33999110,-118475399,1948,287441
11547623,3,3,3,2070,5233,33999700,-118470000,1992,1044693
11548051,1,2,1,864,4260,33995329,-118460212,1923,43601
11548074,3,4,3,2256,5401,33992896,-118461923,1952,112668
11548312,1,2,1,742,3145,33994651,-118458139,1924,180983
11548412,1,2,1,936,3398,33994564,-118457713,1920,888407
11548619,3,4,3,2133,3327,33993416,-118456796,2013,1583703
11548642,2,3,2,1746,5500,33994011,-118455965,1921,66861
11548665,3,3,3,2464,4000,33994143,-118455301,1925,418753
11549331,3,3,3,2007,62996,33999578,-118453613,1996,406399
11549400,3,3,3,2980,5777,33999887,-118449148,2002,1590000
11549523,1,3,1,1344,5857,33997354,-118451140,1929,65843
11549981,2,4,2,1640,5627,34003541,-118459221,1957,144071
11550081,2,3,2,1086,5011,34001841,-118460322,1951,887249
11550411,2,3,2,1636,4781,34006495,-118447488,1950,117884
11550511,2,3,2,1613,6628,34008004,-118448584,1953,381827
11550634,3,4,3,1840,6568,34007777,-118451568,1953,109908
11550880,2,3,2,1281,4396,34004612,-118451405,1948,802723
11551003,3,3,3,1739,5210,34002176,-118448420,1925,431322
11551103,4,5,4,3132,4900,34003716,-118446030,1948,755984
11551648,2,3,2,1311,10268,34007642,-118441435,1950,263728
11551809,2,3,2,1740,5771,34005980,-118436012,1940,517921
11551955,3,5,3,2024,5874,34004968,-118440092,1947,294864
11552055,4,5,4,2802,5976,34002253,-118439612,1940,1052865
11552461,2,4,2,1426,5450,34013563,-118446307,1951,104603
11552907,2,2,2,1295,6834,34009075,-118443398,1950,163357
11552930,1,2,1,896,5045,34009199,-118441949,1947,713140
11553153,1,2,1,1713,5750,34011233,-118439600,1946,936185
11553391,2,3,2,2009,9509,34016615,-118442020,1947,526524
11553460,2,4,2,1537,5500,34019317,-118440383,1948,108693
11553744,3,2,3,1606,41625,34011400,-118439000,1990,583195
11554051,3,3,3,1577,13179,34009900,-118438000,1981,244444
11554288,2,4,2,3567,7605,34006783,-118433868,1937,1772574
11554372,2,3,2,1935,7080,34018894,-118429405,1948,958015
11554472,2,3,2,1428,5999,34016238,-118430525,1946,99910
11554541,2,2,2,1384,6600,34013702,-118433256,1949,131123
11554764,1,3,1,997,5590,34013431,-118428895,1951,471530
11554864,2,3,2,1406,5480,34012754,-118426404,1954,669674
11554887,2,3,2,1984,5896,34015638,-118428238,1969,985673
11555496,2,3,2,1641,7081,34022326,-118432650,1948,135923
11556085,2,3,2,1233,6793,34029514,-118425706,1946,820000
11556108,2,2,2,1607,6062,34030163,-118424877,1946,831283
11556407,1,1,1,854,160522,34024800,-118426000,1961,284613
11556522,1,1,1,812,177221,34023400,-118425000,1961,67813
11556942,2,2,2,1231,6395,34013295,-118417461,1938,567580
11556965,3,5,3,2184,9803,34014729,-118418598,1959,778669
11557010,1,2,1,1095,6352,34019444,-118419738,1940,655558
11557147,1,2,1,905,5779,34018162,-118417621,1941,307577
11557346,1,2,1,905,5911,34020063,-118417408,1941,273122
11557826,1,1,1,701,14436,34020200,-118411000,1975,128415
11557916,1,3,1,1301,5440,34019528,-118408416,1947,240221
11557977,1,2,1,929,4931,34021953,-118411341,1952,390178
11558000,3,4,3,1925,5199,34022908,-118410669,1924,487283
11558322,3,4,3,2953,9006,34028951,-118418005,1940,838546
11558506,2,2,2,1613,6699,34026404,-118417583,1940,427018
11558925,4,4,4,2424,9576,34038974,-118420914,1926,1206636
11559109,3,3,3,2191,6001,34032918,-118421481,1945,266444
11559209,2,4,2,1487,6326,34035183,-118420905,1945,96028
11560021,2,2,2,1476,4955,34035868,-118426950,1948,633407
11560244,2,3,2,1625,5056,34027845,-118446014,1961,803287
11560688,3,3,3,1450,5866,34021476,-118441682,1950,344139
11560933,4,4,4,2457,6588,34024509,-118445933,1941,694992
11561424,2,3,2,1488,5304,34026694,-118437335,1951,100320
11561524,2,3,2,1432,5304,34026995,-118435093,1951,565781
11561639,2,2,2,959,33595,34027700,-118432000,1971,258680
11561699,1,2,1,1328,6386,34029238,-118431671,1937,75031
11561865,3,3,3,2028,6393,34036816,-118460833,1940,936491
11561965,1,2,1,821,5693,34034357,-118460604,1938,341399
11562065,9,9,9,4628,4999,34037754,-118457869,1964,182335
11562202,3,3,3,2007,30678,34038159,-118455364,1987,874327
11562248,1,3,1,1050,7154,34036264,-118455399,1944,75835
11562414,2,4,2,1618,6258,34029291,-118452490,1944,417403
11562521,2,3,2,1394,4708,34030377,-118449978,1940,73657
11563159,2,3,2,1466,7486,34029724,-118445475,1947,76869
11563182,3,3,3,1777,5401,34030338,-118442847,1942,735000
11563900,3,2,3,1341,6636,34043000,-118451000,1993,323482
11565024,2,4,2,1996,6909,34041732,-118455242,1911,1013748
11565244,1,2,1,2098,6638,34040360,-118452635,1931,94200
11565686,2,3,2,1798,5313,34037866,-118451282,1925,1096478
11565976,2,2,2,1358,27421,34042600,-118469000,1996,391627
11566097,2,2,2,1091,6569,34044600,-118464000,1981,566000
11566263,2,2,2,1080,11645,34045300,-118463000,1985,324548
11566549,2,2,2,1088,45999,34048200,-118459000,1974,481832
11567018,6,6,6,3836,4272,34042746,-118463757,1964,719861
11567327,3,3,3,1600,6837,34043898,-118460628,1980,429370
11567642,2,2,2,1220,13656,34038100,-118463000,1989,548907
11567680,2,3,2,2177,9052,34048601,-118488315,1954,1492405
11567780,4,4,4,3449,9973,34042943,-118484159,1978,955380
11568278,2,3,2,2100,8996,34042799,-118471718,1931,852047
11568362,2,3,2,1724,10098,34045646,-118470614,1939,985983
11568546,3,3,3,1820,11045,34044000,-118469000,1987,875649
11568711,3,2,3,2312,84563,34052100,-118462000,1994,1127728
11569006,3,2,3,1583,7375,34050400,-118464000,1993,881447
11569635,3,2,3,1731,14704,34048100,-118465000,1990,818662
11570414,3,3,3,1439,7375,34050000,-118470000,1978,653187
11571010,2,2,2,1744,7912,34042285,-118479743,1938,163148
11571217,3,4,3,2292,7862,34039094,-118477831,1936,939009
11571255,3,4,3,1896,6657,34037562,-118477877,1949,570976
11571514,1,2,1,927,7006,34036215,-118474502,1926,128958
11571613,3,2,3,1252,6489,34034500,-118475000,1979,247710
11572002,3,4,3,2366,7584,34037378,-118465856,1924,1134010
11572518,2,3,2,1053,8118,34035100,-118468000,1974,246832
11572556,3,3,3,1429,21152,34035200,-118466000,1974,655285
11572761,1,1,1,650,7381,34040700,-118467000,1972,411727
11573452,3,3,3,2152,7667,34022796,-118460201,1941,1394328
11573582,2,3,2,1520,8979,34023421,-118456956,1939,99301
11573911,2,3,2,1210,6854,34019384,-118459512,1942,87628
11573957,3,2,3,1263,371692,34020583,-118457406,1974,417916
11574156,3,3,3,1631,6003,34021824,-118455005,1938,344211
11574478,1,3,1,1371,6005,34022841,-118454410,1946,523965
11574639,3,3,3,2320,7246,34008815,-118459100,1965,737355
11574746,2,2,2,1504,7008,34011241,-118459088,1937,549114
11574869,4,4,4,3304,6997,34013924,-118458617,1997,525285
11574938,1,1,1,544,13998,34015500,-118459000,1947,150922
11575296,1,2,1,1248,6742,34019243,-118464541,1927,290259
11575342,1,2,1,1044,6776,34019456,-118463310,1925,378074
11575365,2,3,2,1538,6653,34021255,-118464062,1939,611141
11575518,2,3,2,1589,6767,34016666,-118460960,1939,1557405
11575900,1,1,1,515,22345,34022600,-118467000,1959,376812
11576462,4,5,4,2544,5558,34025194,-118460276,1941,325275
11576781,3,6,3,2471,7513,34027209,-118478708,1957,884781
11576917,3,2,3,1630,7505,34025300,-118479000,1992,863461
11577118,2,3,2,1324,6095,34036563,-118477658,1928,428843
11577840,3,3,3,1228,74186,34034000,-118476000,1973,207275
11577886,2,3,2,1225,5230,34033700,-118477000,1960,637888
11578511,3,3,3,1677,8041,34033900,-118488000,1991,1182544
11578595,1,0,1,379,8001,34034200,-118487000,1948,68648
11578625,3,2,3,1288,8007,34035300,-118486000,1973,239114
11579001,3,3,3,1482,16541,34034700,-118485000,1974,767950
11579391,4,6,4,3442,9759,34046192,-118491245,1928,1065177
11579514,3,4,3,2466,8701,34040911,-118486665,1928,2398509
11579637,3,3,3,2831,8881,34042762,-118489780,1926,2872880
11579929,3,3,3,2213,8952,34038767,-118489312,1949,1760433
11580367,3,3,3,2059,8943,34038857,-118496016,1939,456060
11580490,3,3,3,2524,7509,34039648,-118497997,1931,249958
11580628,4,4,4,4288,11377,34034873,-118494991,2008,4075900
11580843,4,4,4,3427,13257,34038401,-118505479,1974,359379
11581404,1,3,1,2040,7509,34030814,-118501347,1919,168458
11581488,1,3,1,1468,7506,34030593,-118498462,1924,105774
11581572,3,2,3,2959,7499,34031997,-118497202,1996,511121
11582279,3,3,3,1710,7485,34029700,-118493000,1981,967690
11582523,2,3,2,1299,7523,34028700,-118493000,1959,332131
11582911,2,2,2,1036,7504,34028500,-118498000,1966,675000
11583541,1,1,1,707,30015,34025900,-118487000,1973,292013
11583762,2,2,2,1507,7511,34023600,-118491000,1980,801222
11584057,2,2,2,1055,7510,34024900,-118486000,1964,455448
11584829,3,3,3,2148,7234,34013729,-118482435,1910,328123
11585420,1,2,1,1269,5120,34010494,-118475614,1927,246082
11585688,2,2,2,1401,6815,34010720,-118473359,1948,494964
11585933,1,2,1,815,42904,34014513,-118475368,1953,449393
11586016,2,4,2,1852,6268,34015883,-118472925,1944,394078
11586275,1,2,1,1066,7441,34012251,-118464739,1938,1325000
11586536,2,3,2,1634,6996,34010211,-118462942,1936,881002
11586636,1,2,1,976,5251,34007493,-118462999,1938,715893
11586736,1,3,1,1600,5159,34009420,-118464174,1927,671765
11586851,1,2,1,715,8201,34005500,-118472000,1959,294993
11587027,2,3,2,2130,6978,34006204,-118468095,1958,109703
11587195,4,8,4,3692,6474,33997098,-118475513,1954,168042
11587832,2,2,2,1243,7343,33993600,-118478000,1980,1000000
11588013,3,4,3,3714,5997,34007937,-118478247,1940,622413
11588196,2,2,2,1000,7153,34004600,-118483000,1988,499640
11588265,2,3,2,2590,6486,34004556,-118483159,,477095
11588463,2,2,2,934,11999,34005031,-118477874,1976,420729
11588668,1,2,1,870,6415,34004200,-118476000,1967,282824
11588843,1,1,1,635,26024,34001000,-118481000,1972,189706
11589019,2,2,2,1442,24023,34001100,-118478000,1979,106812
11589478,2,3,2,1084,2445,34002530,-118482390,1908,280000
11589687,2,2,2,2112,3281,34003229,-118485700,1901,229878
11589733,2,4,2,1408,4462,34002182,-118485898,1900,231289
11589902,2,2,2,1081,134111,33998300,-118482000,1980,636897
11590025,3,2,3,2553,196170,34000900,-118485000,1987,1933438
11590125,2,2,2,1521,196170,34000900,-118485000,1987,1143840
11590246,1,1,1,593,4204,34010800,-118482040,1923,47276
11590506,2,2,2,979,41690,34006700,-118484000,1967,602290
11590598,3,2,3,1766,5598,34008055,-118482226,1991,1247225
11590751,2,3,2,1776,6010,34008072,-118485278,,275134
11590820,5,1,5,3848,5901,34006629,-118483751,2006,1902742
11590843,2,3,2,1004,8789,34006700,-118485000,1962,563914
11591145,1,1,1,601,11220,34004400,-118488000,1947,699288
11592708,2,2,2,1656,7524,34022900,-118501000,1979,1008760
11593254,2,3,2,1224,15008,34022200,-118506000,1976,882282
11593522,2,3,2,2308,5563,34019586,-118505573,1924,923852
11593705,2,3,2,1422,22372,34026000,-118512000,1979,1312564
11593966,6,5,6,5259,14639,34025831,-118509604,1984,1530004
11594089,3,2,3,1900,67407,34024700,-118510000,1976,906566
11594143,2,2,2,1585,22461,34024400,-118510000,1963,1568218
11594319,2,3,2,1902,17263,34027006,-118503366,1919,4815669
11594411,2,2,2,1470,29998,34025900,-118503000,1969,731571
11594526,1,1,1,972,14992,34023000,-118507000,1973,59071
11594649,4,4,4,3902,8753,34024728,-118506170,1975,1852528
11594741,2,2,2,1235,38608,34027300,-118515000,1971,1203000
11594841,2,2,2,1235,38608,34027300,-118515000,1971,1362731
11594941,1,1,1,868,57698,34026900,-118514000,1971,260851
11595133,1,2,1,874,18535,33971400,-118460000,1969,983617
11595346,3,2,3,2037,,33968128,-118456582,1987,1629130
11595784,6,4,6,3972,4040,33969434,-118453969,1998,1749724
11595860,3,3,3,2807,4792,33966851,-118453668,1999,1136854
11596083,2,2,2,1448,100552,33970300,-118455000,1978,407620
11596767,2,2,2,1108,39623,34008289,-118389685,1972,418039
11596867,2,2,2,885,116444,34006300,-118391000,1973,162977
11597067,2,3,2,1055,126837,34006700,-118390000,1973,126531
11597290,1,1,1,730,163747,34005302,-118391002,1973,144155
11597390,1,1,1,674,163747,34005302,-118391002,1973,180943
11597490,2,2,2,916,163382,34005536,-118390273,1973,400000
11597590,1,1,1,674,163382,34005536,-118390273,1973,110866
11597690,2,1,2,977,211437,34004346,-118389444,1973,395000
11598426,1,2,1,657,2124,34034400,-118386165,1948,222930
11598449,2,3,2,1317,4497,34036698,-118384915,1928,613739
11598549,2,3,2,1304,5211,34036411,-118382908,1953,67951
11598664,1,2,1,848,4143,34035727,-118382645,1929,522550
11598771,2,3,2,1604,6200,34039201,-118390781,1948,815178
11598994,2,2,2,1856,6741,34042236,-118387934,1948,888336
11599086,3,4,3,2031,4861,34039428,-118388541,1926,94156
11599905,2,3,2,1790,6654,34046668,-118383814,1935,922147
11600012,1,2,1,1304,5949,34044851,-118383210,1941,241317
11600324,4,6,4,2993,5242,34046858,-118381577,1929,506200
11600424,2,4,2,1907,6464,34047902,-118380222,1937,794964
11600592,2,3,2,1416,6142,34047229,-118378236,1939,777115
11600813,2,3,2,1422,6000,34051110,-118376115,1927,197973
11601421,2,2,2,1316,6034,34050163,-118384907,1926,285804
11601697,2,3,2,1351,6375,34053375,-118397314,1942,922092
11602100,2,1,2,829,19516,34052000,-118396000,1976,453709
11602269,2,3,2,1258,7023,34050697,-118390393,1936,526221
11602652,5,5,5,4482,5824,34053195,-118399340,2008,1986953
11602974,3,4,3,3238,8083,34042990,-118403476,1930,857028
11603220,3,3,3,3104,11753,34038222,-118400209,1954,704143
11603819,2,3,2,1678,6249,34037928,-118392603,1948,1014826
11603942,3,3,3,2546,7971,34037660,-118394842,1962,123990
11604080,3,4,3,2249,5001,34030544,-118398418,1940,470488
11604149,4,2,4,1692,6134,34036842,-118396500,1927,517923
11604387,1,1,1,773,15640,34030600,-118397000,1978,106268
11604911,2,3,2,1369,5399,34031446,-118385315,1928,850000
11605190,1,2,1,851,4830,34031844,-118380680,1952,174681
11605251,1,3,1,1062,4799,34031663,-118379184,1925,267465
11605327,2,5,2,1674,6532,34027428,-118380226,1948,560581
11605501,2,2,2,996,10927,34024900,-118404000,1985,129919
11606258,1,2,1,856,3289,34028221,-118394492,1940,45230
11606925,2,4,2,2262,7496,34027401,-118410994,1955,760904
11607121,2,3,2,1386,6076,34047845,-118422530,1927,1124808
11607221,1,3,1,1751,6515,34046392,-118419229,1927,123365
11607282,3,2,3,1548,18388,34046700,-118418000,1983,693585
11607519,2,1,2,1565,18969,34048900,-118419000,1972,600000
11607817,3,3,3,1785,7104,34049800,-118415000,1968,88037
11608128,3,4,3,2118,8269,34036266,-118406801,1928,110320
11609069,3,3,3,1650,6721,34054200,-118427000,1990,755000
11609183,5,5,5,4398,7251,34051219,-118424506,1989,1456585
11609283,1,3,1,1442,7002,34051030,-118423861,1927,137956
11609611,2,2,2,1534,6877,34043224,-118418296,1939,82493
11609711,1,2,1,900,6028,34040316,-118418477,1925,742207
11610134,2,2,2,1688,6101,34034456,-118409751,1951,413309
11610234,3,5,3,2604,7450,34036979,-118409337,1936,1657360
11610257,2,3,2,2250,6272,34038065,-118409997,1937,930819
11610357,5,4,5,4332,10499,34040401,-118409058,2010,3075928
11610403,2,3,2,1908,9020,34032661,-118410519,1950,1153785
11610740,4,4,4,6695,310379,34056200,-118415000,1990,5800000
11610793,3,4,3,3727,4885,34053409,-118416618,2007,2164397
11610839,1,2,1,1117,7035,34052316,-118417742,1937,780774
11611068,3,3,3,1745,12961,34057600,-118422000,1980,410880
11611645,1,2,1,1160,6749,34041278,-118426808,1923,809809
11612013,2,3,2,1934,6074,34044513,-118421547,1936,1357607
11612241,1,1,1,704,31601,34052600,-118429000,1970,180296
11613032,2,2,2,1549,6753,34048500,-118433000,1989,635000
11613499,2,4,2,2064,6761,34042349,-118432630,1924,908691
11613637,2,3,2,1819,6757,34040851,-118434570,1935,109535
11613888,2,3,2,1190,16904,34039800,-118437000,1973,391912
11613949,3,2,3,1575,13000,34038400,-118435000,1982,454354
11614765,1,1,1,797,13247,34046500,-118440000,1969,134061
11614788,2,3,2,1643,7432,34044512,-118437177,1930,662099
11616358,2,4,2,3410,6836,34050743,-118439887,1941,566714
11616465,3,2,3,1251,7867,34049600,-118441000,1988,230362
11616706,1,1,1,661,96893,34053300,-118443000,1972,163037
11616806,1,1,1,458,96893,34053300,-118443000,1972,171752
11617152,3,5,3,2598,7008,34058942,-118435378,1930,202529
11617645,3,3,3,2301,6832,34058207,-118434563,1941,1069335
11617972,2,1,2,1500,6675,34051995,-118434449,1967,280827
11618217,3,2,3,1529,36246,34056700,-118436000,1974,415850
11618585,2,2,2,1711,18523,34062600,-118432000,1981,465438
11618892,1,1,1,1098,41025,34065300,-118430000,1961,307286
11618961,3,4,3,2480,6757,34063699,-118428859,1929,212928
11619084,6,5,6,4373,7413,34059791,-118430538,1940,1393096
11619407,3,6,3,3419,6499,34057021,-118431601,1947,480944
11619430,2,2,2,991,6402,34056600,-118434000,1979,308514
11619476,4,6,4,4098,6239,34055866,-118432767,1950,670790
11619499,2,2,2,1395,20070,34056100,-118433000,1964,468769
11619599,2,2,2,1469,13032,34056500,-118432000,1987,263162
11619683,2,2,2,1271,30816,34055500,-118433000,1987,608616
11620549,3,3,3,2776,84768,34064600,-118431000,1989,2112527
11620733,3,4,3,3721,8354,34060532,-118425018,1951,1669677
11620978,3,3,3,2518,8894,34062611,-118423955,1935,1201867
11621168,2,2,2,1287,28672,34065600,-118427000,1972,213423
11621636,4,5,4,4542,11735,34066026,-118423518,1933,2390927
11622396,4,5,4,4257,6375,34065669,-118402839,1926,237404
11622806,2,3,2,2077,7503,34061542,-118398962,1930,2135000
11623152,1,1,1,815,223002,34058000,-118410000,1966,235108
11623252,2,1,2,1066,223002,34058000,-118410000,1966,600000
11623352,2,2,2,1301,177811,34052200,-118408000,1964,1239275
11623475,2,2,2,1339,177811,34052200,-118408000,1964,888336
11623675,4,2,4,2726,464470,34053200,-118408000,1979,1032538
11623775,4,2,4,2909,464470,34053200,-118408000,1979,1597048
11623952,3,2,3,1961,787351,34055051,-118409218,1980,754477
11624674,2,3,2,1787,5966,34054266,-118403449,1946,119903
11624774,3,2,3,1765,23101,34056100,-118405000,1974,335802
11624843,4,6,4,3806,6377,34058595,-118404412,1930,811905
11625324,3,4,3,3534,6602,34056337,-118396117,1933,733373
11625629,4,6,4,4362,5998,34059066,-118393627,1935,864494
11625931,2,4,2,3730,6065,34060910,-118396781,1934,704039
11626302,3,5,3,3534,6072,34063863,-118392645,1938,708572
11626325,2,3,2,2031,6070,34060081,-118392201,1929,159681
11626485,3,2,3,2168,24281,34065800,-118391000,1974,961000
11626508,3,2,3,1644,18210,34066200,-118392000,1974,469814
11626592,3,4,3,2912,7284,34062033,-118390132,1927,925955
11627018,4,8,4,5477,6072,34058788,-118390138,,172937
11627208,1,2,1,1519,6782,34056923,-118387176,1926,2345954
11627254,3,3,3,1778,4796,34058576,-118385073,1929,702045
11627556,6,6,6,3295,5984,34056275,-118381315,1930,1420785
11627776,2,2,2,1464,6998,34059000,-118380000,1990,266970
11627791,4,6,4,4318,6548,34055730,-118378841,1942,156010
11628078,3,4,3,2264,5875,34065668,-118385012,1926,1847022
11628124,5,4,5,3406,5952,34063855,-118384975,1987,1238245
11628354,2,3,2,1987,6250,34066079,-118383434,1926,1306377
11628377,2,3,2,1580,5847,34066217,-118384455,1927,1269500
11628445,4,3,4,3280,7524,34062026,-118383371,1930,771294
11628604,2,2,2,1815,12221,34062700,-118382000,1980,650000
11628657,2,2,2,1483,14695,34061300,-118383000,1991,262613
11628703,4,6,4,3804,6501,34064408,-118381927,1931,405172
11628930,2,2,2,1164,11997,34059700,-118380000,1988,485022
11629136,2,3,2,2096,6501,34063892,-118378112,1930,137042
11629341,2,2,2,1516,24035,34062400,-118373000,1988,775184
11629672,2,2,2,1236,42586,34073100,-118378000,1976,222354
11630218,2,3,2,1671,6575,34069148,-118376171,1926,220327
11630438,2,2,2,1177,26004,34065700,-118375000,1988,429621
11630560,3,2,3,1430,17632,34075700,-118386000,1989,339397
11630834,2,2,2,1254,19551,34074700,-118390000,1972,391312
11631103,2,3,2,1845,6258,34074175,-118387126,1925,1134217
11631351,3,2,3,1816,12836,34072600,-118386000,1973,835652
11631397,2,2,2,1174,6600,34072600,-118386000,1989,281336
11631802,6,4,6,4392,7500,34070233,-118389679,1967,1136675
11632016,3,2,3,1902,11483,34067800,-118385000,1974,572965
11632153,1,2,1,1047,5183,34079260,-118381765,1939,1255000
11632517,2,3,2,1482,4984,34078845,-118387139,1925,548887
11632713,1,2,1,1107,5851,34083227,-118377422,1925,568648
11633293,3,2,3,1912,6724,34086499,-118379034,1997,977300
11633507,2,3,2,1712,6134,34079636,-118379137,1933,844443
11633636,1,1,1,832,47134,34089800,-118378000,1974,447000
11633736,1,1,1,768,47397,34090300,-118377000,1973,132366
11634087,2,2,2,1206,14178,34086700,-118383000,1981,610900
11634558,2,1,2,1208,20172,34089700,-118387000,1974,179678
11634791,1,2,1,1250,3498,34083315,-118387604,1933,1218488
11635029,2,2,2,1793,28147,34085400,-118389000,1963,1035000
11635152,1,1,1,748,23165,34085900,-118389000,1961,344882
11635252,1,1,1,789,24380,34087000,-118387000,1974,473400
11635352,3,3,3,1818,30508,34087000,-118388000,1974,461334
11635452,2,2,2,942,35306,34087800,-118388000,1974,480000
11635720,1,0,1,679,29826,34089600,-118390000,1963,360559
